"bill_id","sponsor_icpsr","cosponsors_icpsr","year","chamber"
"hconres112-110","29744","29109 20727 29573 14430 20328 14256 20135 20525 20731 14053","2007","2"
"hconres113-110","20746","20743 29777 29561 29396 29573 29546 29379 29358 20513 29764 15445","2007","2"
"hconres114-110","20517","29339 29735 29328 20340 29720 20539 20733 20147 10713 29717 20727 29559 20529 29573 29120 39305 20712 29733 29778 15431 20537 15619 13035 29346 39307 29368 20106 29383","2007","2"
"hconres115-110","29337","20345 15029 15033 29746 15614 20542 15444 29715","2007","2"
"hconres116-110","29584","NA","2007","2"
"hconres117-110","20141","29701 15401 20347 29356 29912 29508 20758 20357 20351 21180 15010 20137 29323 29124 29766 20144 20356 15092 20139 29576 20526 29336 29561 20534 15455 29563 20143 29773 15604 20319 89767 39308 15417 29929 14835 29143 29546 20325 29517 20704 14644 20332 39316 29905 20110 29149 29549 20353 20307 14675 29734 29752 20135 20113 29126 15621 29321 15112 20540 39307 29759 29501 15449 20134 14451 20729 29519 15637 29524 20130 15630 29567 14280 29525 20138 14869 13047","2007","2"
"hconres118-110","20323","20509 29912 15453 29717 29348 20716 15417 29585 20116 20115 29517 20508 29349 20715 29346 29911 29718 29516","2007","2"
"hconres119-110","89767","29508 20332","2007","2"
"hconres12-110","15627","20506","2007","2"
"hconres120-110","20123","29356 29735 20101 20516 20147 20517 29584 29736 29563 20319 20124 29929 29923 29737 29573 29375 20520 14837 20332 29915 29101 15619 20705 29734 29910 14451 29921 20330 29534 14869","2007","2"
"hconres121-110","15019","15005 29774 29919 20748 10713 29925 20350 20108 15455 29745 29914 29763 29923 29737 29564 29769 20122 20332 29729 29776 14256 29915 29149 29377 15616 14290 15619 20334 20737 15444 15064 15628 20330 20138 29309","2007","2"
"hconres122-110","29937","15245 20736 29938 29940 20509 29339 29588 29777 15014 20340 29774 20516 29720 29327 20708 20326 20539 20517 20748 20501 29925 15410 29710 29731 29109 14413 20717 29561 29362 20727 20718 15603 2605 29313 20127 29325 14824 20345 29122 15100 20529 39304 20305 20734 20716 29318 29337 20349 20519 29380 20732 20103 29750 20129 29573 29564 14430 29769 20136 20145 29778 15431 20508 29504 15612 29379 14435 20538 20122 15613 29729 29358 20341 14256 29915 29149 20346 14072 14265 29123 15049 15454 20705 29752 20536 20102 20502 29709 15112 29911 20104 29134 15449 20737 20542 29768 20105 20740 15072 29906 20330 20106 20750 14869 29309 29355","2007","2"
"hconres123-110","15616","29587 29576 20124 14873 29149 20330 14869 29355","2007","2"
"hconres124-110","15616","29587 29576 20124 14873 29149 20330 14869 29355","2007","2"
"hconres125-110","20137","29701 29728 29938 20347 20300 21180 20514 29328 29919 20748 20111 20108 20534 20315 14824 20512 29546 29375 20115 15613 29746 14290 20337 29751 29742 29768 29901 29730 14066","2007","2"
"hconres126-110","15603","29940 29313 29923 15612 15614 29358 29377 15454 29911 20542 14053","2007","2"
"hconres127-110","29587","20727","2007","2"
"hconres128-110","29362","NA","2007","2"
"hconres129-110","39305","20736 29922 15005 15014 20305 20519 20711 15613 20105 14053 20726","2007","2"
"hconres13-110","29736","29713 20746 15604 15100 15104 29778 29539 29127 20104 20741","2007","2"
"hconres130-110","29903","29938 15005 29775 21180 29328 29774 29720 20539 20517 20748 20108 20727 15100 20305 29380 20103 29120 15029 29564 14837 29778 15431 29379 20538 29744 20122 15613 15614 14256 20700 29149 20346 29549 29377 15616 15049 15619 29126 29764 29771 29346 29709 29911 29134 20731 20105 14053 20740 20310 29730 20330 15630 20726 14280","2007","2"
"hconres131-110","20138","29701 20123 90327 20728 15401 20347 29356 20758 20351 29760 15014 20539 20144 20356 29550 20531 20111 20139 20747 20316 29104 20534 29563 20742 20315 20127 20127 29773 20521 20304 20336 20345 20319 20527 89767 29929 20352 15420 20738 20325 20333 20704 29341 29393 20522 20535 15614 29905 20311 29549 20117 29752 20528 20505 29505 20303 29939 20714 29759 29501 20134 20729 29519 15627 29907 29921 29524 20106 29509 20506","2007","2"
"hconres132-110","29942","20306 20501 29925 20529 39304 29763 29573 39305 14837 29778 29346 29134","2007","2"
"hconres133-110","20349","29728 20743 20351 29721 20514 20313 20355 29350 29774 29584 29731 20534 29563 20127 20305 14828 29380 29396 20129 20317 20140 20513 29384 29126 15112 15628 29921","2007","2"
"hconres134-110","29355","29728 29132 29940 15005 29508 29339 21180 15010 29760 29777 29328 20340 20757 29720 20539 20733 20147 20517 39301 20748 10713 29925 29587 20302 29717 15410 29710 29571 20727 29559 14824 29762 20529 20305 20716 29318 29337 29750 29585 29573 29120 39305 20712 20116 29930 15029 29564 14430 29733 29748 29517 29778 15431 29504 29379 20122 29729 15614 20358 29776 15083 29903 15616 29123 15619 13035 20752 29771 29317 20329 29346 20343 29911 20321 39307 20744 15444 14053 20310 29705 29368 15072 20330 20504 29106 20106 29383 14280 29926","2007","2"
"hconres135-110","20746","20743 20526 20345 29396 15104 20745 20346 14072 29751 20744 20134","2007","2"
"hconres136-110","29550","29132 15401 29922 20758 21180 29713 15014 20340 20344 20139 29336 20316 15603 20315 29325 20127 14824 20304 20336 29943 20124 20529 39300 29573 29120 29546 14837 15431 20332 15614 29915 29903 20117 15621 15634 29321 20540 29759 29707 29519 29907 29921 15072 29924 29516 29931","2007","2"
"hconres137-110","29922","20123 20728 15401 15085 20300 20101 21180 15014 20539 29550 20539 20139 29576 29336 20316 29362 20315 20100 20336 29943 14828 20352 29375 20704 29352 29341 29393 20532 20530 15614 20311 29126 15621 15634 29759 29519 29907 29906 20504 29516 29715 29931","2007","2"
"hconres138-110","29587","29728 29339 21180 20523 29721 29328 15014 20340 29323 20733 20147 20748 10713 29717 20350 99342 29559 20127 29773 20336 29943 89767 20529 29914 29763 29396 29923 20107 29573 29120 39305 14430 29733 29375 29778 15431 29539 20317 29744 20332 29729 39316 29746 15614 29776 29915 14072 15616 15454 29741 14448 13035 15112 29134 20744 20542 14863 29368 29715","2007","2"
"hconres139-110","20304","20123 15014 29550 20733 29943 39300 29573 20712 29930 29733 29748 14837 15431 20332 29729 14256 20311 15616 29101 15619 20117 29752 29742 29346 20714 20525 39307 14863 29907 20106 29534 14869 29309","2007","2"
"hconres14-110","29573","NA","2007","2"
"hconres140-110","29776","15000 29942 29339 29328 20340 29720 20539 20733 20147 20517 39301 10713 29925 20533 29587 20302 29717 29731 20727 29559 14824 20529 20305 29348 29337 29763 20713 29585 29573 29120 39305 20712 29930 29733 29748 29778 15431 15612 20119 29379 29744 20122 20358 20537 29903 15616 15619 13035 29742 29346 29709 20321 39307 29134 20542 29368 15072 29378 29106 20106 29383 29926 29715 29355","2007","2"
"hconres141-110","13035","15616","2007","2"
"hconres142-110","15449","29356 29922 29588 20313 20709 20355 15014 29327 20733 20748 20108 15410 20526 29563 29313 20127 14824 15413 29122 20305 20716 29380 20732 29937 20129 29375 20115 20520 29517 20136 14837 29553 29504 15612 29379 20538 20122 14256 29915 29149 29123 20135 29390 13035 20120 29709 29911 29134 29707 14863 20342 20330 29309","2007","2"
"hconres143-110","20740","20743 20736 29713 20719 20306 20708 29550 20748 29571 20727 20718 15604 20734 20716 29337 20349 29136 20732 20103 29930 20738 15029 14430 29748 29553 20720 20538 29729 20702 20328 29915 29741 29390 14045 29317 20329 20343 20724 20540 20744 20737 20542 15444 29703 20741 29360 20130 20342 20726 20750 20739 20723","2007","2"
"hconres144-110","29380","29940 29775 21180 29328 29774 29731 29733 29504 29379 20538 29744 20122 15616 20740 20504","2007","2"
"hconres145-110","20125","NA","2007","2"
"hconres146-110","89767","29546","2007","2"
"hconres147-110","20137","15245 29728 21180 29774 20539 20501 20139 29362 2605 29313 20127 29122 14828 29337 39300 29761 20503 20538 20535 15454 15112 15637 29906 20330 14869 29309","2007","2"
"hconres148-110","29778","29942 21180 29328 15014 29720 20708 20539 20733 20147 20748 10713 29587 29717 29731 20727 15603 29559 20127 20529 20305 29348 29337 29380 20103 29573 29120 39305 29930 29733 29748 14837 15431 29379 29744 20122 20358 29776 15616 29741 15619 13035 29771 29134 20542 20310 29730 15072 20330 20504 20106 14280 29715 29355","2007","2"
"hconres149-110","29564","20743 15010 20517 29769 15431 15613 29746 29915 20346 15619 29734 20125 20536 15449 29768 29921","2007","2"
"hconres15-110","29573","NA","2007","2"
"hconres150-110","15621","NA","2007","2"
"hconres151-110","14863","15005 20101 15014 29550 20141 29336 20316 20127 20518 29541 15413 15420 29361 39300 29143 29539 14647 29349 20332 20311 15619 29752 20528 20303 15621 29321 20134 29519 15627 20106 29509 14869","2007","2"
"hconres152-110","14837","15000 29922 15005 15014 29925 15603 2605 20711 15614 29377 15634 29707 29926 29715","2007","2"
"hconres153-110","29122","29356 29327 15604 20115 39316 29149 15449 15630","2007","2"
"hconres154-110","15634","29922 15014 29925 15603 20127 15413 20527 29361 39300 20115 20704 14837 20503 29349 20332 20110 29549 15619 20117 20303 29321 29718 14863 29921 20756","2007","2"
"hconres155-110","29717","29922 29702 29339 21180 29721 20721 29777 29328 29720 20517 20748 29587 20302 29561 20727 20718 29559 15100 20529 39304 20305 29348 20716 29337 29396 29923 20103 29585 29573 29930 14430 29733 29748 29761 14837 29778 15431 29379 20122 20341 20537 29149 29377 15616 29741 15619 20102 20329 29911 39307 29134 29703 20740 20310 20330 20504 29309","2007","2"
"hconres156-110","2605","15245 21180 29943 20305 29337 13035","2007","2"
"hconres157-110","29505","29323 20307 29709","2007","2"
"hconres158-110","14873","NA","2007","2"
"hconres159-110","20338","15104 14430","2007","2"
"hconres16-110","29573","NA","2007","2"
"hconres160-110","20350","29701 90327 29323 29587 20747 20127 29122 20319 15100 29546 14644 20332 15621 20329 20737 29567 20106 29516","2007","2"
"hconres161-110","29778","29942 29328 20340 20539 20748 10713 20727 29325 20305 29337 20103 29573 39305 29733 29748 15431 15613 20358 29377 15619 13035 29911 39307 29134 14053 15072 29383 29309","2007","2"
"hconres162-110","20745","20743 20736 29922 21180 29721 20721 29777 20719 15014 20306 20746 20748 20531 20706 29587 20350 20108 29731 20717 29561 20718 29736 20701 20735 20319 29943 20529 29348 20734 20349 29914 20732 29573 20712 29546 20751 15104 29761 20720 20710 29379 20538 29744 15613 29729 29746 20513 20700 15049 20705 29384 20329 20502 29911 20744 20731 20737 14451 29703 20741 15064 15628 20726 20739 29309","2007","2"
"hconres163-110","29779","29701 90327 29728 20743 29301 29938 29940 20507 29356 20509 29922 15005 29339 20300 21180 29713 20355 20144 20746 20147 20517 20111 29584 29717 20350 29576 29731 20526 15603 29563 20742 29313 20127 20518 29943 89767 39308 15100 20529 39304 20305 29929 29380 29763 20103 29585 29573 15029 29564 29375 20333 20704 29778 15431 29504 15612 29379 14435 29729 20522 39316 20535 20513 20328 29549 29903 15616 20353 15616 15619 20337 29127 29734 20334 29126 20301 20120 20329 20343 29911 20104 39307 29759 20744 29703 20105 29519 14053 20740 29907 15637 29921 29901 15072 15446 20330 29567 14280 29509 29516 29715 29534 20138 20756 14869","2007","2"
"hconres164-110","29522","29721","2007","2"
"hconres165-110","20526","20743 20347 29775 20514 29124 20144 20746 20356 29327 15092 20344 29576 20534 15455 29563 20521 20345 29122 20527 20124 15417 20730 29396 29737 20112 29338 20115 20520 29517 29553 14647 20703 20530 20332 20522 20331 20745 20346 14675 20135 20505 29390 29126 14045 20715 15112 20525 29134 15449 20134 14863 29519 20131 15446 29516 29779","2007","2"
"hconres166-110","29778","20539 20733 20127 29930 13035 29134","2007","2"
"hconres167-110","13035","20305 29337 15613 39316 29915 15619","2007","2"
"hconres168-110","29325","NA","2007","2"
"hconres169-110","29778","15005 21180 29777 20340 29774 29720 20539 29587 29717 15603 20529 20305 29337 20103 29585 29573 29120 29733 29776 29377 15616 29346 20105 15072 29106 29383 14280","2007","2"
"hconres17-110","29573","20748 29325","2007","2"
"hconres170-110","29907","15014 29550 20332","2007","2"
"hconres171-110","29907","NA","2007","2"
"hconres172-110","20137","29701 20743 20736 29942 20347 20507 29508 29339 20338 20351 20101 20721 29777 20719 29328 20313 20340 29323 29766 29919 20708 39301 20748 20531 20533 20302 20747 20511 20141 20526 20717 20534 15455 20727 20718 29563 20742 20143 20521 20304 15413 20345 20527 20734 20716 29337 29929 20352 20349 20732 29396 14873 14835 39300 39305 29546 29375 20711 20520 29761 15431 29539 20503 20538 29729 29746 20358 20328 20341 20331 29905 20537 29149 29722 29549 20307 15454 29741 29751 14675 20135 20505 20125 20536 29764 29771 15634 20321 39307 29759 20134 20542 29519 15064 15628 29705 15637 29921 29368 15072 20725 29932 20726 20504 20750 29525 20138 14869 14066","2007","2"
"hconres173-110","29930","20539","2007","2"
"hconres174-110","14066","NA","2007","2"
"hconres175-110","29522","29721 20719 20325 20720","2007","2"
"hconres176-110","20709","20123 90327 20736 20728 15401 29356 29922 20758 20351 20101 21180 20721 29777 29328 20137 20313 20355 15014 29350 20539 20746 29720 29327 29550 20539 20748 20111 20139 29717 20747 20108 29336 20316 20717 29104 20534 29736 29563 20315 20518 20127 29773 15413 20336 20527 29943 89767 20529 20352 29380 29120 29546 15029 20112 29375 29338 20333 20520 29517 20704 20503 20710 29349 20317 29315 20535 20702 20358 29331 20110 20700 15083 29549 15616 20353 15619 29127 29751 29752 20528 20113 29505 20536 20301 20120 15634 20715 29346 20744 29501 20731 20737 14863 29519 20741 15064 15627 29907 29921 29906 15446 20725 29932 29567 20106 29509 14869 14066","2007","2"
"hconres177-110","15612","NA","2007","2"
"hconres178-110","14813","20344 15417 29752 20113 29346","2007","2"
"hconres179-110","29134","NA","2007","2"
"hconres18-110","29573","NA","2007","2"
"hconres180-110","29733","20748 10713 20305 29337 29346 29134","2007","2"
"hconres181-110","15049","15245 20123 29339 21180 29721 15010 20721 29777 20746 29717 20108 29576 20143 89767 20529 20305 29763 20107 29573 29546 29733 29729 29149 29764 20301 29709 29911 29759 20731 20741 15064 20310 15637 20726 14869 14066","2007","2"
"hconres182-110","99342","29938 20347 20507 29760 20753 20355 15014 29766 29774 20746 29327 20139 20350 29576 29731 29312 20127 20319 89767 15417 20325 20145 29522 15431 29341 14647 29349 20332 39316 20702 20341 14265 15438 20505 29126 29928 29768 29360 20342 29906 29924 15446 29932 29567 20506 29525 29779 14869","2007","2"
"hconres183-110","29337","15000 29137 20300 15092 20501 20107 20332 20307 29126 15112 29921 29516","2007","2"
"hconres184-110","20714","NA","2007","2"
"hconres185-110","20726","20743 29132 20728 20721 29777 20719 20708 20748 20706 20717 20727 20718 20735 20734 20716 20349 20712 20751 29769 20333 20145 20720 20122 20700 20745 14265 29127 29126 20536 29771 20502 20724 20744 20731 20741 15637 20750 20138","2007","2"
"hconres186-110","20137","20347 39301 39300 15064 20138","2007","2"
"hconres187-110","20323","20736 29940 20509 29720 29717 2605 29362 29348 20519 29380 29585 29930 20751 14430 29733 29769 20115 29748 15033 20508 20331 14265 14675 20120 20715 29346 20343 15112 29911 29360 15446 20106","2007","2"
"hconres188-110","15634","15000 15005 15014 20356 20708 15092 20748 29925 15603 20127 15413 29337 20115 20711 14837 29341 20503 29349 29729 15614 29377 20117 20528 29321 15112 14863 29921 20106 29926 29516 29715 29355","2007","2"
"hconres189-110","29337","29328 29925 29717 20345 20107 15029 15033 20538 15614 29741 15444","2007","2"
"hconres19-110","29778","29339 29328 20340 29720 20539 20748 10713 29587 20529 20305 29337 29573 39305 15029 29733 14837 29776 15616 15619 29346 29134 15072 29106 29309 29355","2007","2"
"hconres190-110","29777","29362","2007","2"
"hconres191-110","20734","NA","2007","2"
"hconres192-110","29717","NA","2007","2"
"hconres193-110","20746","29728 20743 20736 29942 20347 29356 29702 29339 20523 29721 29713 20721 29777 20719 20753 29919 20326 20344 20706 20533 20747 20350 99342 20526 29144 20718 20323 29563 29745 20345 20701 29122 20735 20319 15100 20349 29914 29380 20732 29396 29923 20129 20738 20751 15104 29564 14430 29769 20704 29761 20720 20710 20317 20140 20530 29746 20513 20328 14256 20110 15083 29915 20745 14072 15454 20705 29127 29751 20135 20113 14448 20125 20536 29928 20102 29939 20343 20744 20737 20134 20542 15444 20729 29360 15628 15637 20330 20725 20726 20739 14066","2007","2"
"hconres194-110","29375","20313 15014 29925 29549","2007","2"
"hconres195-110","29567","29942 20728 20509 20351 29588 20300 21180 20514 20753 29350 29774 20748 20344 20747 20717 29563 20319 29943 29762 39304 14828 29763 29737 39305 29517 29553 15033 29341 29539 20532 20332 29729 20346 29549 15049 29101 20135 29126 14045 29764 29771 15634 29317 29759 20134 29910 20105 29360 20131 15628 15637 15446 14869 13047","2007","2"
"hconres196-110","29777","14837 15634","2007","2"
"hconres197-110","20305","29316 20306 20539 20501 29925 20533 29717 20108 29745 29313 29325 20127 29943 20529 39304 29348 20716 29337 29763 20103 29778 20538 29149 29903 15616 15049 29101 15619 29764 29771 20343 39307 29134 20542 20105 15064 14053 15072 29906","2007","2"
"hconres198-110","29778","15245 29942 29940 29339 21180 29777 29328 20340 20539 20733 20147 20517 20748 10713 29587 20302 29717 15410 29109 29561 20727 29313 29559 29325 14824 29943 20529 20305 29348 20716 29337 29380 20713 20103 29585 29573 29120 39305 20712 29930 29564 29733 29748 14837 15431 20720 29504 29379 14435 20122 15613 29729 20358 29776 20328 14256 29915 20537 29377 15616 29123 29101 15619 20102 29346 29911 39307 29134 20744 20731 20542 20105 14053 20740 20310 29368 15072 20726 20106 29383 20750 29309 29355","2007","2"
"hconres199-110","29132","20758 29379 29729 15454 20106","2007","2"
"hconres2-110","20539","20357 29339 21180 20757 20733 20147 20517 39301 29925 29587 29717 20727 29559 20127 20305 29318 29337 29923 29937 29585 29573 29120 39305 20712 29930 14430 29733 29769 15431 14435 29744 29729 20358 20537 29377 29903 15616 15619 14448 13035 39307 29134 29368 15072 20106 29383","2007","2"
"hconres20-110","14863","15000 15014 29925 15603 20127 15413 20336 20519 29573 29375 29379 29744 20332 29729 39316 15614 20346 15616 15454 29741 15619 15621 15634 29742 20542 15630 29715","2007","2"
"hconres200-110","29375","15005 20758 29588 21180 15014 29925 29109 15603 20127 29348 20716 29923 29573 29564 29748 20136 14837 29504 29379 29349 20122 20332 29729 29149 29123 20117 29752 15621 15634 29742 20343 29911 20321 20542 14863 29519 20310 15072 20106 29715 14869","2007","2"
"hconres201-110","15621","NA","2007","2"
"hconres202-110","29731","29922 15005 29925 14824 20305 20103 29504 15613 29729 29149 15621 20106","2007","2"
"hconres203-110","20115","15000 29132 29922 29588 20514 29777 15014 20144 20356 20748 29362 15603 20716 29337 29361 20711 14837 29778 20119 20538 20530 29729 20117 29752 20303 15634 15112 14863 20310 15446 29715 29309 29355 14066","2007","2"
"hconres204-110","20532","29508 20313 20534 29563 20319 89767 29143 20530 29905 20110 29549 20528 15445 29907","2007","2"
"hconres205-110","20748","20509 29922 15005 29702 20351 20721 20340 20708 20733 20517 15019 20706 29925 29731 29109 20727 29312 29313 15100 20305 29348 20349 20732 29585 39305 29930 20751 29778 20720 29504 29379 20122 15083 20537 29149 29903 15049 15619 20752 29911 20525 20744 20731 15444 29703 20740 15628 29705 20504 20106 20750 29309 20723","2007","2"
"hconres206-110","14647","29939","2007","2"
"hconres207-110","15064","15245 29132 29922 20758 20357 21180 20523 29713 20721 29777 15014 29350 20708 20531 15019 20706 20141 20108 14413 20718 20304 20701 20735 20319 29943 20716 29929 39305 29143 29564 29338 20704 20720 20317 20703 15451 29746 29315 20745 29549 20353 14265 15049 15112 20744 20731 14451 29768 29703 15627 29705 20342 29906 29779 20138 14066","2007","2"
"hconres208-110","15413","29905 20104","2007","2"
"hconres209-110","29525","NA","2007","2"
"hconres21-110","29742","15000 29728 29942 20507 29922 15005 29339 20338 29721 29777 20719 20137 15014 29766 20144 20306 20516 20746 20748 10713 29925 20139 29717 20747 20511 20141 20350 20108 29109 20526 29336 20316 20727 29736 15603 29563 29745 29559 20127 29325 29773 20304 29541 20336 20345 20319 20527 15100 20529 20716 29337 20730 20732 29923 39300 20129 20712 20116 29930 20751 20115 20711 29365 29553 15431 29341 29539 29379 29349 20538 29744 20530 20332 15614 20707 20745 20346 29549 29377 29513 15454 20528 20303 29771 15621 29321 15112 29911 20525 29759 20542 14863 15445 29519 14053 20310 29705 15072 29567 20504 29926 29715 14066","2007","2"
"hconres210-110","29717","20743 29940 20507 20509 29922 29339 20338 29328 20340 29919 29720 20539 20733 20147 20517 20748 29587 20108 29109 20727 29563 29559 20345 20529 20305 29348 20716 29337 29763 20713 29923 29585 29573 29930 29564 29733 29778 29352 20508 20720 29379 29349 20122 15613 29729 15083 20537 15616 29123 29741 14290 15619 20752 29771 29317 29709 20724 20321 39307 20744 20731 29718 20310 29705 29368 15072 29378 20504 29106 20106 29383 29516 20723","2007","2"
"hconres211-110","15619","90327 29938 29316 29339 21180 29328 15014 20340 29327 20539 20733 20147 20517 39301 20748 10713 29587 20302 29717 20727 29559 20529 29337 29573 29120 39305 29930 20112 14430 29733 20115 29748 14837 29778 15431 29349 15614 20358 29776 20700 20537 15616 15049 29741 29101 13035 29346 39307 29768 29368 15072 15446 29106 20106 29383 14280 29355","2007","2"
"hconres212-110","13035","NA","2007","2"
"hconres213-110","29901","15005 29508 29775 29323 29774 20306 20108 29736 29312 29313 15413 29318 15420 14835 14837 14644 29504 20538 20703 20702 14256 20307 29505 15621 29317 29709 29707 14053 29705 20106 29309","2007","2"
"hconres214-110","29375","29339 29777 29328 20340 20539 20733 20147 20748 20501 29587 29717 29559 20529 20305 29380 29585 29573 29120 39305 20712 29930 29733 29748 29778 15431 14435 15614 29776 20537 15616 29123 14290 15619 13035 29346 29368 15072 29106 20106 29309","2007","2"
"hconres215-110","20520","20123 90327 29728 20743 20736 29301 15401 20347 29912 20300 20101 21180 20523 20514 29760 15014 29774 29327 39301 20531 20111 20139 20747 29104 20534 29362 15603 29563 29745 20518 20127 20521 29541 20336 20345 29122 20319 89767 15100 15420 29380 20112 29769 29338 20333 29393 14647 29349 20532 20317 20332 39316 15614 29331 20537 20311 20353 15049 14290 14675 29734 29752 20135 20334 20505 29390 20125 20536 29928 15634 29759 29501 15449 29718 14863 20741 29921 29524 15446 20725 29567 29509 29525 20138","2007","2"
"hconres216-110","20531","29356 15085 29508 20351 20514 29760 20137 20355 15014 29323 20356 20533 20139 20511 29571 29144 20315 20521 20527 29943 29762 20529 39304 14828 20352 29763 29573 39305 29143 20112 20520 29761 29393 20532 20703 20530 29905 20353 20307 15049 14290 20528 29384 29764 29771 20715 29759 29718 20134 15445 29921 29572 29524 20725 20138 14066","2007","2"
"hconres217-110","2605","15085","2007","2"
"hconres218-110","20347","20123 20728 29356 29508 20351 29760 20137 20313 15014 20539 20144 29550 20747 20511 29104 20742 20315 20304 20336 20319 89767 39308 29361 20107 20738 20704 29341 29393 29905 29549 20353 29752 20528 20334 20505 20715 29907 29567 29509 20506 20138","2007","2"
"hconres219-110","15621","NA","2007","2"
"hconres22-110","89767","29100 29546 15029 29748 29539 15637","2007","2"
"hconres220-110","14863","20332","2007","2"
"hconres221-110","29906","20338 29777 29328 20539 20733 20748 29717 15410 29561 29559 29943 20305 20734 20732 29750 20129 29573 20712 29733 29748 14837 29379 15613 29729 14265 29911 14053 20106 29931 29355","2007","2"
"hconres222-110","20141","15010 20144 29576 20534 20143 89767 39308 29149 39307 14869","2007","2"
"hconres223-110","20330","15245 29701 20123 29938 29922 29588 21180 15014 20326 20147 29584 29717 15410 20526 14413 29571 20534 29736 89767 39308 20349 20713 29750 20107 20116 14430 29375 29517 29908 20317 20341 20331 29149 29722 29549 29123 15438 20113 14854 20102 20329 29718 29519 15064 15630 20726 29567 20138 14869 29931 14066","2007","2"
"hconres224-110","14869","29588 29323 29576 29710 29561 29559 14873 29573 29564 20115 29778 29149 20724 15449 29921 15072 29355","2007","2"
"hconres225-110","15100","21180 20315 20127 15413 20701 14828 39305 29761 14657 15449 29906","2007","2"
"hconres226-110","29717","NA","2007","2"
"hconres227-110","29504","29337 20103 29149 15072","2007","2"
"hconres228-110","20104","15005 20530 15449","2007","2"
"hconres229-110","15454","29728 21180 20137 29774 29731 29313 29122 20305 29380 29937 29564 15112 14280","2007","2"
"hconres23-110","29748","29919 29720 20147 20748 10713 29587 29717 15410 29561 20727 29559 20305 20713 29923 20103 29585 20712 29733 29778 20119 29379 20328 20537 29377 15619 15438 29742 29911 29134 29707 20105 14053 20106 29309 29931","2007","2"
"hconres230-110","20313","20728 15401 29940 15085 29922 29912 20758 29339 20351 20300 29775 20101 21180 29777 20719 20753 20709 20355 15014 20340 29350 29323 20144 20146 29774 29720 20356 15092 29584 29587 20747 20511 20350 20108 99342 29109 29336 20316 29561 20534 14813 29736 29563 20315 20143 29773 20521 20304 20319 39308 29762 20734 15417 29380 20713 29361 29396 29923 29750 29737 20129 39305 20112 29375 29365 20520 29517 20704 29761 20136 29522 15033 20503 29379 29744 20122 20535 20358 29331 29905 20110 20537 29722 20346 29549 15616 14265 29123 14290 15619 20337 29752 20135 29390 20113 29126 29764 29928 20301 20120 15634 20715 20102 29742 29911 20540 20321 29134 29759 20744 15449 20731 14451 29768 14863 29703 20105 15627 29921 29524 15072 15446 20330 20504 20506 29779 14869 13047 14066","2007","2"
"hconres231-110","20129","20338 20526 15029 29149","2007","2"
