"bill_id","sponsor_icpsr","cosponsors_icpsr","bill_date","year","chamber"
"hconres123-115","31103","21545 21702 21110 21352 21554 29339 21706 21180 21707 20340 29919 20757 20733 20517 39301 20952 21711 29717 21713 29571 21715 21316 21566 29541 20941 20958 21723 20529 21124 29337 21303 29573 21343 39305 20712 15029 21140 21371 21729 21730 21530 21732 15431 29504 21552 21313 20932 21344 21736 29729 29776 21355 15616 21315 21554 21370 21137 29346 20343 20321 29134 20542 29768 21746 20927 21314 21365 29378 29106 21538 21118","2018-06-13","2018","2"
"hconres124-115","15621","NA","2018-06-20","2018","2"
"hconres125-115","21172","29588 29573 29379 15616 20542 21314","2018-06-21","2018","2"
"hconres126-115","21515","21717 21721 20962 21559 21139 21514 21129 21727 21167 20325 20704 20755 21348 21753 20948 21131 21744 14863 21748 20946 21360","2018-06-28","2018","2"
"hconres127-115","21118","21703 39305 20712 21371","2018-06-28","2018","2"
"hconres128-115","21108","NA","2018-07-13","2018","2"
"hconres129-115","29759","21551 15085 21704 20357 20356 20517 21323 20531 20139 21178 21751 29762 20926 20532 21148 20528 20909 21744 15445 21745 29572 20725 21360 21116 20138","2018-07-17","2018","2"
"hconres13-115","20531","21522 21545 21516 21196 21700 21551 21701 21702 21171 21333 15085 21352 20758 29339 21520 21180 21519 29760 21553 21354 21193 21331 21707 20709 21132 21708 21329 20340 21376 29323 29919 20757 21513 20708 29550 21710 21375 20147 20906 20344 21345 21565 21305 21711 20501 20706 21350 21106 20533 20139 29587 21512 21564 21328 15410 21334 20526 21529 21560 21189 21174 15455 21714 20727 21531 21750 21316 21566 21184 21716 21717 21718 21182 20518 20521 29541 21720 21721 21751 21165 21722 21717 21103 21723 29762 20124 20962 20529 39304 21559 20916 20925 21139 21149 29337 21187 21514 21503 21725 21346 21129 21558 20915 21162 21727 29546 20738 21353 15029 21542 21140 21167 21561 21729 21368 29769 21128 21505 21340 21562 21302 20704 20929 20755 21732 21733 29539 20720 21150 21515 29393 20926 21341 20932 20119 20532 21734 31102 21736 20522 21188 20535 21501 21348 29776 21332 21737 21557 21525 21355 21556 21177 21536 21753 20307 21739 21361 20948 21148 15454 29741 20924 31103 20337 21347 21554 20528 20909 21559 21101 21164 21359 14854 20301 21131 20715 21117 21544 20329 29346 21546 20343 20944 21105 21123 20321 29759 21102 29718 20134 29910 21300 20542 20729 14863 21541 21367 21163 21749 20946 29572 20130 20342 15446 21307 21365 21366 15124 21337 20725 29932 21543 21330 20726 21360 21351 21563 21364 21118 20138 20756 21108 20723 21135 21521 14066 21539","2017-01-24","2017","2"
"hconres130-115","21504","21506 21703 21554 29588 21706 21198 21548 21707 29919 21709 21358 20708 20955 21375 20733 20517 29587 21309 20108 29710 21713 20727 29312 21324 20958 20305 21124 29337 20519 21303 21726 20712 21728 21729 20145 29778 21507 20508 29504 21313 21344 20538 20122 21736 20702 21342 15616 21740 20705 21315 20920 21370 20904 20954 29317 21311 29346 20343 29911 20104 20731 20542 29768 20762 21747 21312 29901 20934 21508 20750","2018-07-26","2018","2"
"hconres131-115","21316","21172 20706 29109 20907 20136 29908 15616 31103","2018-07-26","2018","2"
"hconres132-115","29106","21110 29919 20757 20733 20748 29717 15410 21754 21726 20712 29778 29729 29776 29134 29768 29378","2018-07-26","2018","2"
"hconres133-115","21502","NA","2018-07-27","2018","2"
"hconres134-115","15438","20538","2018-09-06","2018","2"
"hconres135-115","21724","NA","2018-09-12","2018","2"
"hconres136-115","20947","21304 21139 21311","2018-09-13","2018","2"
"hconres137-115","21741","NA","2018-09-25","2018","2"
"hconres138-115","21728","21110 21554 29588 21198 21707 21510 29919 21709 21362 20955 21172 21375 20733 20748 20952 15019 20706 29717 15410 29109 31101 21504 20959 21529 29571 20727 15603 29312 21715 21321 21324 21502 20958 21754 20305 21124 29337 21369 20907 14873 21303 21726 21343 39305 20712 29546 21335 21372 21125 29908 29778 15431 21507 20508 20720 29504 15612 20932 29379 31102 20122 29729 29776 20537 29377 29903 14263 15616 21361 15454 21740 15448 20920 21370 20904 15438 20954 21741 20329 29346 20724 29911 20104 21326 29134 20542 29768 21746 20762 21306 20927 20934 21508 21365 29378 20726 20504 21538 20750 21118 20723","2018-09-26","2018","2"
"hconres139-115","20531","21719 39304 21149 15445 21541","2018-09-26","2018","2"
"hconres14-115","21191","21143","2017-01-24","2017","2"
"hconres140-115","21128","21702 21527 21548 29777 21331 21707 20355 21329 21709 20748 20344 21555 21305 21711 21547 21350 21712 21512 21328 21334 20316 21529 15603 21716 21718 29541 21502 21722 21175 20305 21124 29337 20907 21129 29573 20915 21162 39305 20712 29143 15029 29375 21562 20929 20136 21757 20508 20119 21735 20530 20535 21501 21525 21738 21739 20948 20924 21347 20536 20947 20910 15634 21743 29321 29346 21105 21300 29768 20762 21541 21163 21306 21748 29901 21365 21108","2018-09-26","2018","2"
"hconres141-115","20756","29762 29573 29729 29317","2018-11-13","2018","2"
"hconres142-115","21728","21110 21554 21705 29588 21198 21707 21510 29919 21709 21362 20955 21172 21375 20733 20748 20952 15019 20706 29717 15410 29710 29109 31101 21504 20959 21529 29571 20727 15603 29312 21715 21321 21324 21502 20958 21754 20305 21124 29337 21369 20907 14873 21303 21726 21343 39305 20712 29546 21335 21372 21125 20136 29908 29778 15431 21507 20508 20720 29504 21313 15612 20932 29379 31102 20122 29729 29776 20537 29377 29903 14263 15616 21361 15454 21740 15448 20920 21370 20904 15438 20954 21741 21540 20329 29346 20724 29911 20104 21326 29134 20542 29768 21746 20762 21747 21306 20927 20934 21508 21365 29378 20726 20504 29106 21538 20750 21118 20723","2018-11-29","2018","2"
"hconres143-115","20119","29919 21375 21140 21335","2018-11-29","2018","2"
"hconres144-115","21705","21701 20758 21553 21510 21708 20355 21376 21758 20906 21345 21179 21174 21531 21719 21165 20527 21191 21721 20925 21139 21149 21514 21162 20325 21731 20704 20755 21757 21515 21735 21348 21557 21753 21347 20528 21549 21131 21544 20759 21105 21360 21364 20138","2018-12-06","2018","2"
"hconres145-115","29546","21334 20731","2018-12-10","2018","2"
"hconres146-115","20355","NA","2018-12-20","2018","2"
"hconres147-115","21504","NA","2018-12-20","2018","2"
"hconres148-115","21537","NA","2018-12-21","2018","2"
"hconres149-115","21737","NA","2018-12-21","2018","2"
"hconres15-115","29106","21703 20955 20733 20748 20727 21566 21124 29573 20712 15029 29778 20122 20537 29377 31103 21741 29317 29346 29911 29134 20731 15444 21538","2017-01-31","2017","2"
"hconres16-115","21352","20340 20147 20517 10713 20941 20529 20305 29573 21530 29778 15431 29776 20537 15616 20343 29768","2017-02-01","2017","2"
"hconres17-115","20529","21545 21110 21352 29339 21706 21707 20340 20757 20733 20147 20517 39301 10713 29587 29717 21713 20727 21566 20941 29337 29573 21343 39305 20712 21371 21530 21732 29778 15431 21736 29776 20537 15616 31103 21554 21137 29346 20321 39307 21102 21746 29368 21365 29106 21538 21118","2017-02-01","2017","2"
"hconres18-115","21168","20959","2017-02-01","2017","2"
"hconres19-115","39305","NA","2017-02-02","2017","2"
"hconres2-115","20344","21748","2017-01-03","2017","2"
"hconres20-115","21539","21172 21560 15603 29337 21371 29375 29504 29729 21342 21540 14657 29707 15444 14863 21541 21747 21314 21337 20138","2017-02-06","2017","2"
"hconres21-115","15603","21304 21180 21548 21362 20748 20952 20706 29925 20959 21715 21566 21324 20305 21124 29337 20907 20107 21140 21371 21507 29729 21348 29776 29903 20705 21326 29707 20542 29768 20762 21747 21306 20927 21508","2017-02-06","2017","2"
"hconres22-115","21352","21703 29339 20733 20748 10713 21713 21566 29337 21369 29573 21726 21343 21371 21530 29778 21739 20343 20321 29768 21746 21312 21314 21365","2017-02-07","2017","2"
"hconres23-115","20355","NA","2017-02-14","2017","2"
"hconres24-115","20136","29919 20952 20706 20519 29908 20119 15616 29741 21370 20329 20754 20750","2017-02-14","2017","2"
"hconres25-115","21545","20733 21504 29337 29729 20537 21746 29378","2017-02-15","2017","2"
"hconres26-115","29701","21551 21354 20139 21182 15445","2017-02-15","2017","2"
"hconres27-115","21313","21703 21554 29588 21358 20952 31101 21504 20727 20958 20305 21369 21303 21726 21542 21368 20145 29778 20122 29729 20702 29903 21556 20705 20920 20904 20536 29346 29911 15444 29768 29901 20934 20754 20750","2017-02-15","2017","2"
"hconres28-115","21562","21701 15085 21704 21519 21331 21308 21510 21376 21709 21358 20906 15019 21711 20501 21512 21564 21328 21109 20526 21179 21560 21716 21718 21720 21723 21523 21191 21369 21303 21142 21129 20107 21353 21728 29769 21128 21730 21302 20929 20508 20720 21515 21332 21526 21525 21738 21739 21361 21315 21101 21164 20910 20715 21544 21300 20542 21745 21541 29572 15446 21307 21314 21365 20726 20504 21135 21521","2017-02-16","2017","2"
"hconres29-115","29778","20340 20955 20305 39305 21371 21728 21341 21137 29317","2017-02-16","2017","2"
"hconres3-115","20529","NA","2017-01-03","2017","2"
"hconres30-115","21561","NA","2017-02-28","2017","2"
"hconres31-115","29375","21352 29777 20748 20305 29776 29903 15616 21360","2017-02-28","2017","2"
"hconres32-115","20518","21701 20729","2017-03-01","2017","2"
"hconres33-115","39308","21554 21553 21555 20952 21721 21191 21736 39307 21748 20756","2017-03-15","2017","2"
"hconres34-115","15431","29717 20130","2017-03-17","2017","2"
"hconres35-115","21171","20712","2017-03-20","2017","2"
"hconres36-115","14873","21554 21707 21555 20952 21334 15616 21741","2017-03-20","2017","2"
"hconres37-115","21193","20963 29546 20508","2017-03-22","2017","2"
"hconres38-115","29587","21545 21352 29339 29588 21308 20340 20708 20955 20147 20517 20748 29717 29710 21334 21529 20727 21566 29337 21303 39305 20712 21371 20145 15431 20119 20122 29776 29377 15616 21554 21741 21137 29317 20329 29346 20343 20724 20321 15444 29768 20504 21538","2017-03-22","2017","2"
"hconres39-115","21554","NA","2017-03-23","2017","2"
"hconres4-115","29337","20733 20305 29776 20537 20504 21118","2017-01-04","2017","2"
"hconres40-115","21317","21522 21350 21321 21165 21523 29337 21724 29546 21372 21737 21557 20910 20944 20138","2017-03-23","2017","2"
"hconres41-115","29546","21701 21702 20906 20706 15410 21324 21720 20124 21124 21728 21734 21735 21188 21315 20528 21559 21546 20343 20329 20731 29718","2017-03-29","2017","2"
"hconres42-115","15029","29588 10713 15410 39304 20519 21344 15616 21741 29911 15444 21746","2017-03-29","2017","2"
"hconres43-115","21188","21352 29777 20757 20147 20748 10713 21529 29561 21566 29337 29546 21561 21728 20537 15616 29346 21123","2017-04-04","2017","2"
"hconres44-115","21321","21545 21554 21180 21548 29777 21308 21329 21709 21358 20708 21172 21375 20733 20147 20748 10713 21711 21309 20108 29710 29109 31101 21529 20749 20941 21502 20958 20305 29348 29337 20907 21303 29573 21726 20712 21140 21368 29769 21730 21340 20145 21530 21732 29778 20720 21313 15612 21341 20119 29379 20538 20122 21736 29776 21342 20537 29903 14263 21536 15616 21739 21361 15454 31103 20920 21554 21370 20904 21741 21743 20329 20343 20724 29911 20104 39307 29134 20731 21300 15444 29768 20762 21747 21306 20310 21312 29901 20927 20934 20754 21314 29378 20504 29106 20750 21118","2017-04-04","2017","2"
"hconres45-115","21541","21701 21704 20758 20351 21180 21308 21376 20757 20344 21547 20706 21350 21712 20108 21334 29109 31101 20959 21716 21720 21502 20527 21722 21717 21723 20124 20305 21124 21369 20907 21558 21162 29546 21542 21140 21728 21368 29375 21340 20929 29539 21552 21344 29729 20346 15616 15454 20705 21315 20920 21370 20528 21559 21741 21540 20910 21743 21117 20329 29346 20343 21102 20731 21300 21367 21747 21312 21749 15446 21307 20726 21317 21521","2017-04-04","2017","2"
"hconres46-115","21317","21522 20944","2017-04-04","2017","2"
"hconres47-115","21306","21703 29588 21548 21172 20733 20147 20748 21504 15603 21566 21502 29348 21726 21343 15029 21335 21729 21730 21507 29504 21313 29729 29377 29903 15616 20705 21741 20731 21746 20726","2017-04-05","2017","2"
"hconres48-115","29759","NA","2017-04-06","2017","2"
"hconres49-115","15603","21703 29588 21172 21375 20733 29710 31101 21504 20959 21529 21715 21316 20305 21124 29337 21726 21140 21728 21368 21730 21340 21313 15612 29379 21344 21525 21536 15616 15454 21315 21370 20904 15438 21540 21300 15444 20762 21306 20310 21312 20934 20754 20504 21538 20750 21118","2017-04-06","2017","2"
"hconres5-115","20750","29588 21198 21548 20757 21172 21375 20748 20952 15019 29587 15410 21504 20959 29561 39304 20305 29337 21303 29573 20712 15029 21140 29769 21340 20136 29778 21507 20720 29504 21313 21341 20119 20538 29729 29377 20920 21554 21741 20343 29911 20104 29134 15444 20762 29368 29378 21538","2017-01-04","2017","2"
"hconres50-115","21508","21506 21180 20108 21504 29312 20749 20305 29573 21728 29504 29903 15616 31103 21741 21311 20731 21538","2017-04-06","2017","2"
"hconres51-115","29379","20758 21560 21723 21730 29729 31103 20927","2017-05-02","2017","2"
"hconres52-115","21140","21110 21304 21553 29919 21172 21375 10713 21711 20501 21350 29925 15410 21504 20959 21560 15603 21324 21502 21723 21559 20916 21124 20519 29143 29546 21335 21729 21372 21730 20136 29908 20720 21313 21344 29729 20702 21557 15616 21556 14263 29741 20920 20954 21559 21540 29346 20343 21326 29134 29759 20731 20542 21306 29901 21314 21366 21351","2017-05-02","2017","2"
"hconres53-115","29541","NA","2017-05-03","2017","2"
"hconres54-115","29760","20145 15616 20536","2017-05-18","2017","2"
"hconres55-115","21188","21333 15085 21132 29550 21710 21165 21191 21558 21162 21515 21557 21356 21164 20947 21131 21357 21317","2017-05-18","2017","2"
"hconres56-115","21348","21308 29919 29587","2017-05-18","2017","2"
"hconres57-115","21117","20304 21139 29143 15029 20704 20508 29504 21313 20307 20528 15634 29718 20542 14863 21330 21360","2017-05-18","2017","2"
"hconres58-115","21170","29729 20346","2017-05-19","2017","2"
"hconres59-115","20107","29701 21702 21703 21180 21519 21308 21376 29323 21709 29550 20906 20344 21323 21305 21711 21106 20108 21334 21109 21529 21174 29312 21720 21717 21103 21149 21503 20907 20963 29573 29546 15029 21728 21368 21505 21302 20720 29504 20703 20903 21525 29903 21753 20307 21148 21740 21315 21347 21559 20947 15621 29317 29321 29346 20762 21541 21312 21307 21314 21509 29106 20756","2017-05-22","2017","2"
"hconres6-115","29778","NA","2017-01-05","2017","2"
"hconres60-115","20952","21554 21707 21358 21334 21566 21718 29541 21721 21728 29375 21168 21357 20329 20724 39307 20134 15444 21306","2017-05-23","2017","2"
"hconres61-115","20946","21522 21196 21171 21358 20952 21547 21350 21328 20925 21369 21349 21346 21129 29546 20325 20929 21170 20337 21356 21347 20528 20909 20910 21743 20726","2017-05-24","2017","2"
"hconres62-115","21749","21566 21149 21368 21735 21526 21177 20528 21326 21337 21360","2017-05-24","2017","2"
"hconres63-115","21507","21545 21506 21703 21110 21352 21554 29339 29588 21706 21198 21180 21548 29777 21707 21308 20340 29919 21709 20757 21358 21362 20955 21172 21375 20733 20147 20517 20748 10713 20706 21712 29925 29587 29717 20108 15410 29710 29109 31101 21713 21504 20959 21529 29561 20727 15603 29312 21715 21316 21566 21321 20941 21324 21502 20958 21754 21723 39304 20305 29348 21124 29337 21369 20519 20907 21303 29573 21726 21343 39305 20712 15029 21371 21335 21728 21372 21368 21730 21340 20136 20145 29908 21530 21732 29778 15431 20508 29504 21313 15612 21341 20932 29379 21344 20538 20122 21736 29729 20702 29776 21342 20537 21525 29377 29903 14263 21536 15616 21361 15454 21740 29741 31103 20705 21315 20920 21554 21370 20904 15438 20954 21741 21540 21743 29317 20329 29346 20343 20724 29911 20104 20944 39307 29134 20731 20542 15444 29768 21746 20762 21747 21306 20310 21312 29368 29901 20934 20754 21314 21366 29378 20504 29106 21538 20750 21118 20723","2017-05-25","2017","2"
"hconres64-115","39305","20757 20748 21555 21560 21371 20720 15616 29741 20536 29378","2017-06-14","2017","2"
"hconres65-115","21525","29919 21172 21375 29109 21140 21335 21340 20136 29908 20119 29729 15616 20920 21524 20731 20754 20750","2017-06-23","2017","2"
"hconres66-115","21172","29588 21529 21502 20305 29337 29573 21140 29379 29729 20702 15616 21326 39307 29134 20731","2017-06-26","2017","2"
"hconres67-115","14863","15448","2017-06-28","2017","2"
"hconres68-115","39307","21545 21198 20733 10713 20706 29925 29587 29109 21504 20727 21715 21321 20941 20529 20305 29348 21369 21343 29778 15033 21313 29903 21536 15616 15454 29741 21370 20904 29911 15444 21306 21312 21118","2017-06-29","2017","2"
"hconres69-115","15616","NA","2017-07-19","2017","2"
"hconres7-115","21117","21139 15029","2017-01-05","2017","2"
"hconres70-115","20107","21516 21551 20351 29760 20355 29550 21345 21305 21711 20533 21334 21179 21714 21182 21142 20963 15029 21728 21505 21302 20704 21735 20903 21557 20307 21356 21347 21524 20909 15621 29321 20343 21541 21749 15446 21314 21509 14066","2017-07-20","2017","2"
"hconres71-115","21180","NA","2017-07-21","2017","2"
"hconres72-115","21168","15085 21110 29588 29323 21709 20356 20955 21172 20748 20344 21323 21555 20952 21305 21711 21512 29109 21504 20959 21560 15603 29312 21184 21716 21718 20304 21719 21502 20958 39304 29348 21721 20107 29573 21726 21343 39305 20712 29546 29375 21505 21302 29778 21507 29504 21313 15612 29379 21170 20538 20530 20702 29776 21342 29903 15616 21739 20924 21315 20528 20904 21741 20536 21540 21192 15621 15634 29317 29321 20343 29911 20104 14657 20731 21300 15445 20762 21541 21747 21306 20310 29368 20927 20504 29106 21539","2017-07-24","2017","2"
"hconres73-115","21332","21193 21350 20139 21174 21182 20304 21103 20962 20925 21514 21556 21148 21105","2017-07-26","2017","2"
"hconres74-115","29778","21352 20727 20529 20537 29378 29106","2017-07-27","2017","2"
"hconres75-115","21545","21703 21352 21308 20708 20955 20733 10713 29717 21504 21566 20941 21722 20305 29337 21732 21507 29729 15616 21137 29768","2017-07-28","2017","2"
"hconres76-115","29707","21703 21305 21560 29573 29375 29776 20731 21306 20927","2017-07-28","2017","2"
"hconres77-115","21726","21703 21110 21554 29588 21198 21548 21308 20340 20757 20955 21172 21375 20733 20147 20748 10713 29925 21334 31101 21504 21529 20727 15603 21715 21566 20749 21321 21324 21502 21754 20305 29348 21124 29337 21369 20519 21303 29573 21343 20712 21728 21368 21730 21340 20145 21530 21732 29778 21507 21313 15612 20119 29379 20538 20122 21736 29729 21525 29377 29903 15616 15454 21740 31103 20920 21370 20904 20954 21741 20343 29911 20321 20731 29768 21508 21314 29378 29106 21538 20750 21118 20723","2017-08-15","2017","2"
"hconres78-115","29776","21703 21706 20733 20706 20727 21566 29348 29337 29573 15029 21167 29778 20122 21525 15616 20954 21137 21743 29346 29911 20321 29134 21102 20542 21366 29106","2017-09-12","2017","2"
"hconres79-115","10713","29588 20748 20529 29348 29573 21343 20712 29504 29377 21741","2017-09-14","2017","2"
"hconres8-115","21164","21506 21196 21700 21701 21702 21171 21333 21703 15085 21304 21527 21180 21553 21193 21331 21308 21132 20355 21329 21376 29323 29919 21709 21358 29550 20949 21375 20906 20344 15019 21711 21547 21712 20533 20139 21512 21564 15410 21504 21529 29312 21316 21716 21717 21718 21178 21182 20518 20527 21722 39308 20962 20925 21187 21514 20907 21349 21142 21343 20915 21162 29546 20738 21353 21542 21140 21167 21368 29769 29375 21340 21562 21302 20929 29908 20755 21733 20508 29393 20119 29379 21344 21170 21734 21735 20903 20122 29729 20535 21348 21168 29776 21342 21332 21557 21525 21738 21556 21361 21315 21524 20904 20954 20536 21540 21359 21137 20947 21743 21544 29321 21546 29565 21326 14657 29707 29718 21300 29768 20729 21745 21746 21541 21163 21749 20946 29901 21111 20934 20754 20342 21307 21543 21509 21116 20750 21351 21563 21539","2017-01-06","2017","2"
"hconres80-115","21351","21522 21358 21711 21139 21562 20136 20508 29127 21357 14863 21747 21314 21337","2017-09-26","2017","2"
"hconres81-115","21728","21110 21352 21554 29588 29919 21358 20955 21375 20733 20748 10713 15019 29717 15410 21529 29571 20727 21715 21324 20305 29348 21124 29573 21726 39305 29546 21125 21530 29778 21507 20720 29504 29379 31102 20122 29729 29903 14263 15616 21361 15454 21370 20904 21741 29346 29911 15444 29768 20310 20934 20726 29106 21538 20750","2017-09-27","2017","2"
"hconres82-115","15431","21712","2017-09-28","2017","2"
"hconres83-115","20119","20357 21180 21375 20959 21560 21162 29546 21140 29375 20929 20720 29729 15454 29127 20947 21544 21330","2017-09-28","2017","2"
"hconres84-115","21101","21545 21171 21520 21198 21519 21548 21308 21329 20757 29550 21172 21345 20501 21547 20706 21334 31101 21529 21531 21316 21566 21717 20749 39304 21559 21129 21558 21353 15029 21167 21561 21335 21728 21562 29908 20755 21530 20508 29539 20720 21734 20122 29729 21168 21525 29377 21753 15616 15454 29741 21559 21164 20343 21326 21300 15444 21541 21306 20946 20934 21508 21365 21330","2017-10-04","2017","2"
"hconres85-115","29541","NA","2017-10-12","2017","2"
"hconres86-115","21118","21110 20340 20733 20147 20517 39301 10713 29717 20727 20941 20529 29337 29573 20712 21371 21732 29778 15431 21736 31103 21137 29346 39307 21102 29368 21365","2017-10-25","2017","2"
"hconres87-115","21118","21110 21352 20340 20757 21375 20733 20147 20517 39301 10713 29717 20727 21566 20941 20529 29337 29573 20712 21732 29778 15431 20537 31103 21137 29346 39307 21102 29368 21365","2017-10-25","2017","2"
"hconres88-115","21118","21110 21352 20340 20757 20708 21375 20733 20147 20517 39301 10713 21512 29717 20727 21566 20941 20529 29337 29573 20712 21732 29778 15431 21552 29729 20537 21525 15616 31103 21137 29346 39307 21102 29368 21365 20504","2017-10-27","2017","2"
"hconres89-115","15634","21554 29550 20952 15603 21715 20122 29729 29707 20542 20927 21317","2017-11-01","2017","2"
"hconres9-115","20941","21545 21352 21554 29339 29588 21548 21707 21308 21329 20757 20708 20955 21172 21375 20733 20147 39301 20748 20952 10713 29587 21309 29717 29109 20727 15603 21566 20958 20529 20305 29348 29337 29573 21726 21343 39305 15029 21371 21728 21368 20136 20145 21732 29778 15431 21736 29729 20702 29776 20537 29377 15616 31103 20920 21554 21370 20954 21741 21137 29317 29346 20343 29911 20321 29134 21102 20731 21746 29368 20927 20934 21365 29378 21538 20750 21118","2017-01-13","2017","2"
"hconres90-115","29925","21554 21198 21362 29550 21172 21555 20952 20501 21560 15603 21715 21718 21321 21721 21140 21507 21313 15612 20530 29729 21168 21741 15634 29321 29911 29707 20542 15444 20762 21749 21337","2017-11-07","2017","2"
"hconres91-115","29729","20748 29762 39304 29317 20756","2017-11-08","2017","2"
"hconres92-115","20962","20533 20535 21546","2017-11-13","2017","2"
"hconres93-115","21347","29701 21551 21702 29550 20517 20344 21750 21182 20304 21559 20925 21139 21149 21514 21346 21129 21727 29546 21561 21302 20704 21515 21753 20948 20337 21524 20909 21117 29718 20725 21360 21563 20138","2017-11-13","2017","2"
"hconres94-115","21347","29701 21516 21551 21702 29550 20517 20344 21750 21184 21182 20304 39308 21559 20925 21139 21149 21514 21346 21129 21727 29546 21561 21302 20704 21515 21753 20948 20337 21524 20909 21117 29718 20725 21360 21563 20138","2017-11-17","2017","2"
"hconres95-115","21748","20344 21555 21711 21334 21566 21178 20749 21124 29573 21167 21368 20145 20508 21344 21525 21315 21743","2017-12-01","2017","2"
"hconres96-115","29778","21110 21352 20757 21172 20733 20748 20959 20727 21316 21124 29573 39305 15431 20122 15616 31103 15438 15634 29134 21312 20504 21538","2017-12-04","2017","2"
"hconres97-115","20904","NA","2017-12-18","2017","2"
"hconres98-115","20307","NA","2018-01-11","2018","2"
"hconres99-115","21520","21702 15085 21529 15029 29911 15124","2018-01-19","2018","2"
"hjres1-115","39308","21516 21551 21701 21527 21708 29550 20906 20531 20139 21531 21184 21182 21720 21175 21191 20916 21503 21558 20325 21731 20755 21757 20346 21556 21753 20948 21524 21359 20947 21131 21742 21544 29565 14657 15445 21745 21749 15446","2017-01-03","2017","2"
"hjres10-115","29337","NA","2017-01-03","2017","2"
"hjres100-115","20104","20757 20708 21566 21124 29337 21313 21525 21738 21536 21370 29565 29901 20726","2017-04-27","2017","2"
