"bill_id","sponsor_icpsr","cosponsors_icpsr","year","chamber"
"hconres28-118","21562","21545 21901 21701 21759 21702 21333 21352 21554 21519 21548 21749 21749 21749 21358 20322 21986 20517 20501 21910 21914 29717 21749 21915 31101 21749 21307 21531 21750 21566 21307 21717 21749 21307 21307 21718 21749 20749 21720 21307 21922 21923 21722 21723 21559 20916 20519 20907 21307 21749 21934 21346 21142 21162 21935 15029 21167 21372 21368 21307 21730 21340 21731 29908 20755 21749 29393 20926 21307 21307 21307 20122 21749 20522 21945 21946 21307 21526 21557 21307 20537 21761 21987 21948 21986 21749 21307 21740 21951 29741 21952 21749 21953 21370 20909 20954 21956 21959 21307 21544 21326 21749 21105 20321 29759 21102 29707 21965 21745 21749 21969 21986 21541 21970 21972 21747 20310 21749 20946 15433 21974 21978 21314 21337 21351 21763 21307 21749","2023","2"
"hconres29-118","21701","20501 20706 29571 21718 21723 21302 20704 21749 21307 21761 21556 21307 21740 21741 21351","2023","2"
"hconres3-118","21727","29701 21196 21700 21551 21701 21903 21759 21702 21333 21704 21307 21705 20758 21986 21307 21519 20709 21510 21132 21905 20355 21749 21307 21986 21513 21749 21908 21758 21307 21106 21911 21749 21174 21714 21749 21749 21750 21307 21307 21717 21749 21307 21178 20521 21307 21749 21920 21719 21986 21925 21523 21307 21191 21559 21927 20916 21749 21139 21307 21724 21503 21307 21749 21346 21142 21749 20107 21307 21935 21936 21167 21561 21731 21562 21749 20755 21986 21757 21749 20926 21749 21749 21307 21307 31102 21735 21307 20903 21749 20522 20535 21945 21946 21307 21526 21557 21307 21307 21749 21749 21987 21753 21749 21307 21307 20909 21956 21959 21986 21544 21123 21749 20729 14863 21373 21307 21969 21541 21971 21749 20946 15433 21974 21307 21749 21337 20725 21981 21360 21116 21351 21563 20138 21108 21749","2023","2"
"hconres30-118","21719","21705 21905 21103 21307 21749 21367","2023","2"
"hconres31-118","20305","20757 21303 20712 21749 29778 20122 29729 15616 21950","2023","2"
"hconres32-118","21307","21749 29588 21706 21198 21986 21986 20757 21906 21172 20952 21910 21749 21914 29717 21915 29710 21917 21566 21919 21749 21749 21754 20305 20519 21749 29573 21726 20712 21749 21728 21372 21368 21730 20145 29908 29778 21749 29729 21342 20537 21525 29377 15616 21949 21951 31103 21370 21954 20954 21741 21749 21762 29911 20104 29768 21749 21972 20310 21312 21749 20934 21307 21978 29378 21538 21983 21307","2023","2"
"hconres33-118","21723","21749 21703 21986 21749 21986 21986 21749 20322 21749 20733 20748 21910 21749 21914 21749 21715 21922 21749 20305 20907 21749 21307 21726 21749 21340 21749 29908 21939 21749 29776 21749 21749 21986 15616 21740 31103 21986 21954 29911 21746 21966 21972 21747 21749 20927 21749 21978 21314 29378 21538 21763 21307","2023","2"
"hconres34-118","21969","NA","2023","2"
"hconres35-118","21749","20322","2023","2"
"hconres36-118","21900","21715 21949 21307 21314 21365","2023","2"
"hconres37-118","29588","21749 21703 21554 21706 21198 21986 21308 21986 21749 20955 20733 20517 20748 20952 21711 21749 21309 21504 29571 21917 21715 21566 21749 21749 21921 21754 20529 20305 21931 21749 21303 21749 29573 21749 21307 21726 20712 21749 21728 21730 29778 21749 21939 21507 29504 20119 20122 21749 29729 21342 21749 29377 29903 15616 21949 21950 21740 20920 21370 21954 20954 21741 21749 21749 21762 29911 20104 29707 29768 21749 20310 21312 29901 21975 21749 20934 21978 21314 29378 21538 21307 21118","2023","2"
"hconres38-118","21749","21986 21715 21718 21307 21749 21307 29729 21761 21950 29707 21307","2023","2"
"hconres39-118","21307","21703 21362 21749 21917 21715 21921 20305 21749 29778 29729 31103 29911 20310 21975 29378 20504","2023","2"
"hconres4-118","21510","21333 29323 21513 21986 21908 21307 21749 21749 21307 21307 20916 21307 21936 21749 21749 21562 21749 21749 21757 21307 21956 21744 14863 21307 21541 21749 21307 21351","2023","2"
"hconres40-118","21510","21705 21986 21956","2023","2"
"hconres41-118","14863","21986 21307 21723 21749 21747 21980","2023","2"
"hconres42-118","21986","21706 21198 21986 21749 21749 21709 20757 21749 20733 21566 20305 21730 29778 21749 21749 15616 20104 21102 21746 21979 21538 21307","2023","2"
"hconres43-118","14873","21554 20952 21749 15616 21741 21749 21978 21983","2023","2"
"hconres44-118","29778","21506 21307 21749 21352 21304 21554 29339 29588 21706 21198 21986 21548 21749 21308 21986 21709 20757 21749 21358 21749 21906 20708 20955 20733 20517 39301 20748 21749 21309 29717 21915 29710 29109 31101 21749 21504 21529 29571 21715 21566 21749 21321 21749 20958 21921 21922 21754 20529 20305 21931 20519 21339 21749 29573 21749 21307 21726 20712 21749 15029 21371 21728 21368 21937 21730 21340 21749 21307 21939 21507 21944 20122 21749 29729 29776 21342 15433 20537 21761 21525 21749 29903 21948 21536 15616 21950 15454 21740 31103 21953 20920 21370 21954 21955 20954 21749 21741 21307 20329 21749 20329 21749 20724 29911 20104 21749 39307 21102 29768 21746 21972 21307 20310 21312 21749 29368 20927 21975 21307 21978 21314 21365 29378 20504 29106 21538 21983 21763 21307 21118","2023","2"
"hconres45-118","21367","NA","2023","2"
"hconres46-118","21333","21900 20322 21758 20501 21911 21749 21718 21720 21923 21717 21723 21559 20916 21934 21346 21986 21162 21749 21731 21986 21307 21948 21749 21740 21951 21749 21315 21953 20329 21307 21971 20756","2023","2"
"hconres47-118","21749","21703 21554 29588 21198 21715 20305 29778 21749 20538 20122 15616 21954 20104 21975 21749","2023","2"
"hconres48-118","21367","NA","2023","2"
"hconres49-118","21368","21353 21749 21307 21761 21749 21953 21974 21749","2023","2"
"hconres5-118","15433","21701 21986 21908 21307 21307 21307 21936 21749 21749 21757 21956 21351","2023","2"
"hconres50-118","21367","NA","2023","2"
"hconres51-118","21367","NA","2023","2"
"hconres52-118","21367","NA","2023","2"
"hconres53-118","21367","NA","2023","2"
"hconres54-118","21964","20955 21749","2023","2"
"hconres55-118","29378","21715","2023","2"
"hconres56-118","29911","21545 21749 21703 29588 21706 21198 21986 21308 21986 21749 20708 21749 20955 20733 20748 20952 21749 21309 29717 21915 29710 29109 21504 21917 21715 21749 21749 21502 21921 21749 21749 20305 21749 21303 21749 29573 21749 21307 21726 20712 21749 21728 29778 21749 21507 20119 20538 20122 21749 29729 21342 21761 21749 29377 29903 15616 21949 21950 20920 21370 21954 21749 21741 21307 21749 20724 21762 20104 21746 21749 21312 21749 29901 20927 21975 21749 21977 21978 21314 29378 20504 21538 21307 21118","2023","2"
"hconres57-118","21307","29701 21749 21333 21307 20709 21132 20355 20356 21749 21307 21749 21307 21346 20107 21307 21749 21162 21749 21731 21307 20530 20535 21946 21749 21307 21986 21526 21749 21749 21753 21749 21956 21959 21749 21969 21541 21971 21749 21749 21307 21981 21360 21116 21364 21108","2023","2"
"hconres58-118","21749","NA","2023","2"
"hconres59-118","21749","21198 20709 20748 21529 21718 21723 21140 21749 21948 21953 20909 21741 21306 20310 20927 21980","2023","2"
"hconres6-118","21191","NA","2023","2"
"hconres60-118","21749","21548 21358 21915 21566 21718 21934 21167 21749 21945 15616 21956 21762 20946 21763 21749","2023","2"
"hconres61-118","29911","21900 21307 21749 21554 29588 21198 21986 21308 21986 21709 20757 21358 21749 21906 21362 20955 20733 20748 20952 21749 29717 21915 29710 29109 31101 21749 21504 29571 21917 29312 21566 20749 21749 21749 21749 20529 21931 20907 21749 21303 21986 21307 21726 21749 21140 21728 21372 21937 21340 29778 21307 21939 21507 29504 20119 21749 20122 29729 20537 21525 21749 29377 15616 21740 21951 31103 21749 21315 21749 20920 21370 21954 21955 20954 21741 21749 21749 21762 20104 21749 21962 21749 21749 21307 21306 21312 20934 21977 29378 29106 21538 21983 21763","2023","2"
"hconres62-118","20529","NA","2023","2"
"hconres63-118","21545","21352 29339 21749 21749 20517 21749 20529 21749 21944 21749 21307 20321 21102 21966 29368 21307 21118","2023","2"
"hconres64-118","20946","20952 21945","2023","2"
"hconres65-118","21749","21986","2023","2"
"hconres66-118","21749","20748","2023","2"
"hconres67-118","21321","21900 21304 20758 21749 20708 21749 20517 21915 21529 21715 21566 21749 29762 20305 21749 20712 15029 21340 20538 21946 21761 21749 29377 15616 21951 29911 21746 20504 21118","2023","2"
"hconres68-118","29378","21198 21308 21749 20955 20733 20952 31101 29571 20305 20712 21749 29729 21342 29377 21972 21508 21307","2023","2"
"hconres69-118","21106","20958 29901","2023","2"
"hconres7-118","21749","21304 21554 21307 21307 21986 21172 20748 20952 20501 21910 21911 21749 21718 20749 21723 20907 21934 21303 20107 21935 21353 21728 21749 21368 21937 20704 21749 21749 29778 21938 21939 21507 21307 21986 21735 20530 21749 21307 21761 21987 15616 21315 21370 21954 21956 21744 21307 29911 21326 20321 21964 21746 21541 21972 21306 21749 20927 21978 21981 21983 21307 20138 20756 21108","2023","2"
"hconres70-118","21508","21178 21559 15616","2023","2"
"hconres71-118","21925","21705 21307 21749 21307 21307 21178 21749 21307 21307 21162 20903 20535 21749 21749 21307 21307 21367 21749 15433 21981 21360 21749","2023","2"
"hconres72-118","21307","21198 21308 21986 21709 20708 21362 20955 20517 21711 20501 21309 29109 29571 21917 21715 21921 21922 21754 15616 21954 21749 21311 21749 21746 20310 21314 29378","2023","2"
"hconres73-118","21557","21513 21749 21908 20316 21307 21927 21749 21753 21307 14863 21971 21981","2023","2"
"hconres74-118","21702","29701 21705 21132 21908 21307 21174 21178 20521 21559 21927 21139 21724 21302 21757 20926 21307 21749 21307 21526 21557 21987 20909 21544 21974 21360 21351","2023","2"
"hconres75-118","21352","21545 29339 21706 21749 20757 20708 21749 20733 20517 39301 20748 20501 21749 21749 31101 21715 21566 21723 21931 20519 21339 29573 21749 20712 21371 21368 21937 29778 21749 20119 21944 21749 29776 15433 20537 15616 31103 21955 29911 39307 21102 21746 21307 21749 21307 21365 21538 21307 21118","2023","2"
"hconres76-118","21352","21545 29339 21706 21749 20757 21749 20708 21749 20733 20517 39301 20748 20501 21749 29717 21749 31101 21715 21566 21749 21723 21931 20519 21339 29573 21749 20712 21371 21368 29908 29778 21749 20119 21944 21749 21749 29776 15433 20537 15616 31103 21954 21955 29911 20104 39307 21102 21746 21307 21749 29368 21307 21365 29106 21538 21307 21118","2023","2"
"hconres77-118","21321","21749 21915 29778 15616 21307 21307","2023","2"
"hconres78-118","20756","21749 21979","2023","2"
"hconres79-118","21307","21307","2023","2"
"hconres8-118","21307","21368 21974","2023","2"
"hconres80-118","21308","21749 29378","2023","2"
"hconres81-118","21307","21545 21900 21362 20733 20501 21749 21917 21566 20305 29573 21749 20712 21728 29778 20122 29729 21749 15616 21950 21749 21749 20321 21102 20927 21975 21314","2023","2"
"hconres82-118","21562","21701 21703 21513 20708 20517 20501 21911 21749 31101 21717 21922 21749 21723 21523 20124 21503 21749 21749 21728 20145 21749 21938 21507 21749 21740 21954 21307 21307 20321 21964 21970 21306 20927 21307 21365 21307","2024","2"
"hconres83-118","21356","21749 20927","2024","2"
"hconres84-118","21340","21749","2024","2"
"hconres85-118","21718","NA","2024","2"
"hconres86-118","21749","21307 21519 21749 21307 21749 21911 21307 21749 21749 21307 20704 21749 21946 21307 21749 21500 21952 21356 21307 20759 21749","2024","2"
"hconres87-118","29759","21139","2024","2"
"hconres88-118","21905","NA","2024","2"
"hconres89-118","21731","21701 21986 21749 21749 21953 21326","2024","2"
"hconres9-118","21307","29701 21196 21701 21903 21759 21704 21307 20758 21986 21307 21519 20709 21510 21905 20355 29323 21307 21986 21908 21758 21307 20316 21307 21174 21714 21749 21750 21307 21717 21749 21307 20521 21307 21749 21920 21719 21720 21986 21307 21307 21717 21925 21103 21523 21191 21927 21503 21749 21346 21749 20107 21307 21727 20738 21353 21167 21731 21302 21749 21986 21749 21749 21307 31102 21735 21307 20903 21945 21307 21307 21749 21526 21557 21307 21749 21307 21556 21753 21749 21749 21307 20909 21956 20301 21959 21744 20759 21123 21749 29759 21307 21541 21971 21367 21749 21749 21974 20342 20725 21981 21360 21116 21351 21986 21364 20756 21108 21749","2023","2"
"hconres90-118","21986","21749 21307 20355 21749 21307 21749 21307 21307 29762 21935 21556 21744 21749 21360","2024","2"
"hconres91-118","29741","21519 21718 14873","2024","2"
"hconres92-118","21986","21986 21749 20757 21749 20517 29573 21749 29778 21749 20537 15616 21950 21955 21749 21102 21975 21307","2024","2"
"hconres93-118","20759","NA","2024","2"
"hconres94-118","21108","NA","2024","2"
"hconres95-118","21955","21986 29710 29571 21917 21749 20305 21749 21730 21986 21342 21761 29377 21749 21307 20104 21306 29378 21307","2024","2"
"hconres96-118","21936","21198 21307","2024","2"
"hconres97-118","21321","21545 21900 21749 21749 21703 21352 21554 29339 29588 21706 21198 21986 21548 21749 21308 21749 21986 21986 21709 20757 21749 21358 20322 20708 21362 20955 20733 20517 20952 20501 21749 21309 29717 21749 21915 29710 29109 31101 21749 21504 21529 21917 21715 21566 20749 21749 20958 21922 21921 21749 21754 21722 21723 20529 20305 21931 21339 21934 21749 21749 29573 21986 21749 21307 21726 20712 21749 15029 21140 21371 21728 21372 21368 21937 21730 21340 29908 29778 21749 21938 21307 21507 29504 20119 21749 20538 21749 20122 29729 21749 21342 15433 20537 21761 21749 21525 21307 21749 29377 29903 15616 15616 21949 21950 15454 21740 21951 31103 15448 21315 21749 21953 20920 21370 21955 20954 21749 21741 21307 21749 20329 21749 20724 21762 29911 20104 21326 39307 21102 21964 29768 21746 21749 21968 21972 21307 21306 21749 20310 21312 21749 29368 20927 21749 20934 21508 21977 21978 21314 29378 20504 21538 21983 21763 21307 21118","2024","2"
"hconres98-118","21307","21901 21903 20356 21749 21749 21749 21749 21749 21744","2024","2"
"hconres99-118","21749","21749 21554 21986 21749 21986 20757 21749 21906 20955 29717 29109 29571 20749 21749 21749 21921 20305 21303 21749 21307 21726 21371 21730 29778 21749 21507 20122 29729 21342 29377 15616 21949 21950 29741 21955 20954 21741 29911 21326 29768 21749 21749 21975 21979 29106 21538 21307","2024","2"
"hjres1-118","21705","21986","2023","2"
"hjres10-118","20903","21544","2023","2"
"hjres101-118","21749","NA","2023","2"
"hjres102-118","21950","21986 21749 21949 21749 21975","2023","2"
"hjres103-118","21745","21903 21702 21174 21307 20521 21926 21307 21749 21346 21757 21749 21307 21307 21307 21526 21307 21959 21749 29759 20946 21307 21360 21364 21108","2023","2"
"hjres104-118","21749","NA","2023","2"
"hjres105-118","21950","NA","2024","2"
"hjres106-118","21950","NA","2024","2"
"hjres107-118","21307","21196 21551 21903 21759 21333 21307 21705 20758 21986 21307 21519 21749 21132 21905 21749 21307 21749 21513 21758 21749 21911 21755 21564 21174 21714 21749 21749 21307 21178 20521 21307 21920 21720 21986 21103 21926 21559 21749 21307 21346 21936 21561 21731 21302 21986 21757 21515 21749 21945 21307 21307 21526 21307 21753 21307 21749 21500 21952 21356 21307 20909 21959 21544 21961 21744 21749 29910 21745 21307 21974 20725 21360 21351 21364","2024","2"
"hjres108-118","21749","NA","2024","2"
"hjres109-118","21749","21531 21503 21986 21746","2024","2"
"hjres11-118","21753","21749 21516 21700 21701 21702 21749 21307 21705 20758 21986 21307 21749 21510 21905 21749 21307 21986 21749 21758 21749 21565 21749 21986 21564 21749 21307 21986 21174 21749 21749 21749 21307 21717 21307 21749 21307 21749 21719 21307 21986 21923 21307 21986 21926 21307 21307 21760 21749 21346 21749 21307 21727 21936 21749 21307 21562 21749 21749 21749 21986 21749 21749 21757 21749 29393 21749 21749 21307 21307 21307 31102 21735 21749 21307 21749 21749 21986 21557 21307 21749 21987 21307 21749 21749 21500 21749 21356 21956 21986 21961 21747 21367 21105 21749 29759 21749 21307 21986 21971 21749 21749 15433 21974 21337 21986 20138 21749","2023","2"
"hjres110-118","21759","21307 21908 21758 21307 21307 21174 21749 21986 21559 21749 21760 21307 21302 21526 21753 21307 21360 21749","2024","2"
"hjres111-118","21307","21307 21519 21905 21307 21911 21307 21749 21750 21307 21749 20521 21720 21559 21749 21307 21346 20107 21307 21731 20704 21749 21757 21946 21307 21526 21556 21753 21749 21500 20909 21956 21959 21986 21544 21749 20729 21969 21541 21749 21974 21980 21307 21749 21360 21749","2024","2"
"hjres112-118","20310","29339 21986 29717 21529 20305 21931 21937 20119 15616 21740 21749 21978","2024","2"
"hjres113-118","21700","21905 21174 21749 21750 21307 20916 21142 21749","2024","2"
"hjres114-118","21106","21901 21551 21759 21749 21704 21307 21519 21905 21749 29323 21749 21986 21513 21749 21749 21307 21986 21749 21749 21750 21749 21307 21749 21307 21178 21749 20521 21307 21920 21523 20124 21749 21307 21503 21346 21307 21935 21749 21302 20704 21986 21749 21307 21735 20535 21946 21307 21526 21307 21556 21753 21749 21307 21356 20909 21986 21544 21961 20729 21969 21980 21307 21749 21360 21116 21351 21563 21986 21108 21749","2024","2"
"hjres115-118","21307","21749 21551 21701 21307 21519 21986 21986 21307 21749 21749 21935 21302 21749 29393 21307 21307 21749 21307 21753 21307 21959 21986 21544 21749 21749 21749","2024","2"
"hjres118-118","21368","20517 21974 21351","2024","2"
"hjres119-118","21557","21503 21945 21749","2024","2"
"hjres12-118","21749","21516 21701 21903 29323 21565 21750 21307 21559 20916 21724 21503 21749 20755 21307 21753 29910 15433 20342 20725 20756 21749","2023","2"
"hjres121-118","21749","21705 21307 21356 21360 21749","2024","2"
"hjres123-118","21911","21516 21901 21551 21759 20758 21513 21755 21307 21174 21714 21178 21749 21920 21191 21559 21346 21936 20755 21749 21307 21526 21307 21753 21500 21952 21307 21749 21360","2024","2"
"hjres128-118","21700","21901 21986 21307 21749 21307 21750 21925 21346 20107 20704 21307 21307 21526 21749 21307 21544 21961 21747 21360","2024","2"
"hjres129-118","21749","21749 21911 21307 21749 21961 15433 21360","2024","2"
"hjres13-118","20104","21506 21900 21749 21307 21749 21703 21352 21304 21554 29588 21706 21198 21986 21548 21308 21749 21986 21709 20757 21358 21749 20322 21906 20708 21362 21749 20955 20733 20517 20952 20706 21910 21749 21912 29717 21915 29710 31101 21749 21504 21529 29571 29312 21715 21566 21919 20749 21749 21321 21749 21502 20958 21921 21749 21923 21749 21754 21723 20529 20305 21930 21931 20907 21749 21303 21749 21986 21726 20712 15029 21140 21371 21728 21372 21368 21937 21730 21340 21749 29908 29778 21749 21938 21307 21939 21507 29504 20119 21749 21986 20538 21944 21749 20122 21749 29729 21749 21342 15433 21761 21525 21307 21749 29377 29903 21948 21986 21536 15616 21950 15454 21740 29741 31103 15448 21749 21749 21953 20920 21370 21954 21955 20954 21749 21741 21311 21749 21749 20724 21762 29911 39307 29707 21964 29768 21746 21966 21749 21968 21972 21307 21306 21749 20310 21312 21749 29901 20927 21975 21749 20934 21508 21307 21977 21978 21314 21538 21983 21763 21307 21118","2023","2"
"hjres130-118","21749","21749 21749 21356 21544 21360","2024","2"
"hjres131-118","21307","21307 21749 21749 21179 21307 21750 21986 21925 21559 21927 21139 21749 21307 21302 20704 21515 21307 21749 21307 21557 21749 21753 21307 21749 21986 21961 21744 29759 21749 21980 21981","2024","2"
"hjres132-118","21724","21307 21356","2024","2"
