"bill_id","sponsor_icpsr","cosponsors_icpsr","bill_date","year","chamber"
"hconres109-111","20952","15245 20928 20743 29942 29940 20507 20509 15005 29339 20338 20351 29735 20943 21180 15010 20719 20900 20753 20340 29323 29124 20917 20146 29774 20516 20757 20708 20539 20733 20748 20501 20706 20533 29587 20945 20108 20316 29561 20939 15455 20763 20718 15603 29312 20521 20941 29943 20908 39304 15100 20913 20716 29318 29337 20930 29914 20907 29763 20713 20103 29937 29573 39305 20751 15029 29564 14430 20942 29769 20902 20938 20711 20911 20921 29908 20936 15033 20720 29504 20932 20953 20119 20935 29379 14435 20937 20538 29729 20933 20535 20513 20341 20912 20700 29149 20707 20956 20346 29549 15616 20950 15454 29741 15619 20951 20923 21115 20920 20135 20904 20954 20301 20102 29346 20329 20502 20724 29911 20922 20944 20525 39307 29134 20744 20731 20737 20542 29703 15064 29360 20740 20931 20946 20927 20934 20330 29932 20504 20106 29926 20750 20739 14869 29309 20723","2009-04-27","2009","2"
"hconres11-111","29573","NA","2009-01-08","2009","2"
"hconres110-111","15612","20736 29940 15005 29912 20706 15100 20716 29380 29923 20720 29379 29349 20532 20317 20122 20332 29149 20745 20923 29742 20914 29759 20731 15446 29931","2009-04-27","2009","2"
"hconres111-111","20336","20940 20728 20347 29922 20758 20351 20101 21180 29721 20753 20137 15014 20949 20531 15453 20139 20350 20526 29336 20749 20521 20304 15413 20319 39304 20732 29361 29396 29573 20738 20333 20911 20704 29341 29539 20503 29349 20532 14435 20317 20937 20530 20332 20522 20933 29722 20528 20505 29505 20910 15634 20759 20540 20321 29759 20744 29501 20134 14863 15627 29524 20138","2009-04-28","2009","2"
"hconres112-111","20537","29940 21180 20917 20501 20727 20103 29769 20122 20522 20705 29505 20726 14869","2009-04-28","2009","2"
"hconres113-111","20343","20943","2009-04-28","2009","2"
"hconres114-111","20709","15245 20743 20728 29356 20351 20101 21180 20137 15014 20917 29327 20526 20527 20734 29733 20755 20936 20503 29315 29549 15616 20536 20947 20120 20910 20944 14863 20946 15446 29567","2009-04-29","2009","2"
"hconres115-111","29775","29564","2009-04-30","2009","2"
"hconres116-111","20531","20728 20347 15085 20357 20351 20514 29760 20356 20919 20139 99342 20742 20100 20918 20143 20521 20304 20319 29143 20333 20704 20953 20532 20530 20522 29315 20110 29722 20353 29752 20528 20113 20759 29501 29519 29572 20506 20138","2009-04-30","2009","2"
"hconres117-111","20139","29701 21180 29760 29323 20356 20949 39304 15100 14828 20716 29573 20911 20755 20532 20530 20948 14290 20528 20909 15621 20104 29910 15445 20342","2009-05-04","2009","2"
"hconres118-111","29341","20501 39308 29923 20307 15438 29360","2009-05-05","2009","2"
"hconres119-111","20147","29339 20340 20733 20517 39301 20763 20941 20529 29573 39305 20712 29733 15616 15619 13035 39307 29368 29383","2009-05-05","2009","2"
"hconres12-111","20748","NA","2009-01-08","2009","2"
"hconres120-111","29380","15245 20736 29942 29940 20509 29922 29702 29339 20338 29775 21180 20523 29721 20719 20313 29323 29774 20708 20326 20539 20733 39301 15092 20748 15019 29925 29587 20945 29717 20108 15410 29710 29731 29109 2605 20763 20727 15603 29312 2605 29313 29325 20941 20701 29943 29762 39304 20305 20734 20716 29337 20349 20713 20103 29937 20129 29585 29573 39305 20712 20751 15029 14430 29733 20942 20115 29778 15431 20720 29504 20119 29379 20937 20140 20538 29744 20122 15613 29729 29776 20537 29149 20707 29377 29903 15616 20950 15049 29101 21115 13035 20102 29742 29317 29709 29911 20104 20525 20321 39307 29134 20744 20731 29707 20542 20762 20740 15628 29705 29901 20934 15072 20754 20504 20106 29926 20750 29309","2009-05-06","2009","2"
"hconres121-111","20753","20123 20728 20347 29339 20356 20531 99342 20143 20304 20319 20527 39308 20963 20738 20704 29349 20532 20332 29746 20117 29505 29519 20342 29567 20506 14869","2009-05-07","2009","2"
"hconres122-111","15619","20758 29911","2009-05-07","2009","2"
"hconres123-111","20946","20743 20753 29323 20344 20345 20319 29396 29915 14072 29752 20909 20301 20737","2009-05-12","2009","2"
"hconres124-111","20503","20758 20357 29775 20101 20753 15014 20539 20144 29336 20316 15413 20336 20115 20704 29349 20530 20332 29549 20117 20528 15621 20910 29321 20914 29718 20134 20138 14869","2009-05-12","2009","2"
"hconres125-111","29567","20123 20347 20357 29339 20101 20753 20355 15014 20340 20757 20356 20949 20733 20147 20517 39301 10713 20139 29587 29717 20763 20727 20143 20941 20527 20716 29337 29763 29585 29573 39305 20712 29143 29546 15029 14430 29733 20325 29338 20333 29748 20755 29778 15612 20530 20122 29729 20358 29776 20110 20537 29722 20346 15619 20117 20528 20536 20104 20914 20321 29759 20134 29368 29572 15072 29106 20106 29383 20138","2009-05-13","2009","2"
"hconres126-111","20106","21180 20340 20733 20147 20517 20952 10713 20501 29717 29710 20763 20727 20908 20529 29348 20716 29337 29763 29573 39305 29733 29778 20538 29744 20122 15613 29729 29776 14256 20537 29149 15619 20752 29321 29346 20744 20542 29703 29705 29106 29383 14280 29309","2009-05-13","2009","2"
"hconres127-111","29778","15005 29339 21180 29328 15014 20340 20757 20708 20539 20733 20517 39301 20748 10713 29925 29587 29717 15603 2605 29559 29943 20305 29348 29337 29380 29573 39305 20712 15431 29379 29729 20358 29776 20537 15616 15619 21115 13035 20752 29346 20329 29134 20542 14053 29368 29378 20504 29106 29383 29715 20138 29309","2009-05-14","2009","2"
"hconres128-111","29346","29702 29339 20101 29328 20917 29919 20733 20147 20748 10713 29587 20727 29559 29325 20941 20103 39300 29585 29573 39305 20712 29733 29778 15431 15613 29729 20358 29776 29149 15616 15619 13035 20752 15634 29321 20731 29703 14053 29368 29572 15072 29106 20106 29309","2009-05-18","2009","2"
"hconres129-111","14413","20123 29339 21180 20523 29713 29777 20900 20706 20111 20139 20939 29362 20718 29325 20918 20143 29580 29380 29396 20712 29546 29733 29338 20333 20704 20136 20145 20937 20535 29149 20956 20950 15049 20920 20536 20910 20744 20731 29768 29703 15064 15637 29572 29524 20756 13047","2009-05-20","2009","2"
"hconres13-111","15029","29325 20519 29585 15616","2009-01-08","2009","2"
"hconres130-111","20929","20736 29912 20101 15014 20146 20952 29362 20918 29541 20907 20915 29375 20704 20936 20933 20910 29910 13047","2009-05-20","2009","2"
"hconres131-111","14647","29701 20123 90327 20940 20728 29301 20347 29356 15085 29912 29508 20758 20357 20351 29137 20300 29775 20101 20514 29760 20753 20137 20313 20709 20355 15014 29350 29323 29124 20539 20144 20917 20146 20356 20949 15092 20906 20344 20531 20139 20511 99342 20526 29336 20316 15455 29362 29736 20742 20100 20918 20143 20518 20521 20304 29541 20336 20345 20319 20527 39308 29762 20124 14828 20925 29580 20730 20352 15420 29361 20963 39300 29143 29546 20738 29375 20325 29338 20115 20333 20704 20929 29522 29553 20755 20936 14644 29341 29539 29393 20953 20503 29349 20532 20703 20530 20903 20332 20522 29315 20535 29331 20331 29905 20110 20346 29549 20353 20307 20948 20924 20117 14675 29752 20135 20528 20909 20505 20113 29505 20125 20536 20947 14854 20301 20120 15621 20910 15634 20715 29321 29939 20759 20540 20914 14657 29759 29501 29718 29910 20729 14863 15445 29519 15627 29921 20946 29572 29524 20342 15446 29932 29567 20506 29525 20138 20756 14869 13047 14066","2009-05-20","2009","2"
"hconres132-111","29524","15014 29350 20531 29336 20316 20336 29375 20704 20503 20332 20528 15621 15634 20737 20542 14863 20504 14869","2009-05-20","2009","2"
"hconres133-111","20736","NA","2009-05-21","2009","2"
"hconres134-111","29717","NA","2009-05-21","2009","2"
"hconres135-111","15431","29339 29777 29919 20539 20517 39301 29717 20108 29943 20529 20925 29337 29573 20712 29504 14647 20703 20358 29776 20537 13035 20752 20321 39307 15072","2009-05-21","2009","2"
"hconres136-111","20106","20758 15014 20144 29587 14813 20713 20103 20107 29573 20712 20115 29504 20903 29729 14256 29549 29384 20752 15621 29321 29378 14280","2009-05-21","2009","2"
"hconres137-111","29377","15245 15005 29919 29327 20539 20733 29925 29109 20727 15603 14824 20305 29348 29380 20103 20129 29748 29778 15431 29379 14435 29744 15613 29729 29776 20537 15616 15619 21115 13035 29317 29911 29134 15444 20762 15072 29106 14280 29926 29931","2009-06-02","2009","2"
"hconres138-111","29573","20139 39304 20530 20948","2009-06-03","2009","2"
"hconres139-111","20704","20928 20347 20357 20943 21180 20523 29713 20900 29323 20917 20906 20531 20706 29710 14413 20518 20701 20319 29380 39300 20712 29546 20333 20532 20317 20937 20530 29315 20535 20110 20353 29752 29771 20301 20910 20329 29709 20759 20744 20731 20737 14451 29768 15064 15627 29572 29524 20754 29567 20138 20756","2009-06-03","2009","2"
"hconres14-111","29778","90327 20743 29942 29940 20507 15005 29339 29735 21180 29721 29777 29328 20355 29774 20516 20757 29327 20708 20539 20147 15092 20748 20344 20952 29587 29717 20108 29710 29561 20763 20727 29736 15603 29313 29325 14824 29943 15100 39304 29348 20716 29337 29380 20713 20732 29396 20103 20129 29585 29564 14430 20942 29375 29748 20136 20145 29908 15033 15431 20935 14435 20937 20538 20703 20122 20332 15613 29729 39316 20535 29776 20328 20341 14256 29915 29149 29377 29903 15616 29101 15619 29127 20135 15438 20113 20752 29346 20343 29709 29911 20104 20525 20321 39307 29134 20744 20731 29768 14863 20741 15064 14053 20740 29705 20130 20330 29932 20106 14280 29525 20756 14869 29309 29931 13047","2009-01-08","2009","2"
"hconres140-111","20147","NA","2009-06-03","2009","2"
"hconres141-111","20147","NA","2009-06-03","2009","2"
"hconres142-111","29587","29922 21180 29777 20753 29328 15014 29327 20539 20748 29717 20108 29109 20727 29559 29325 20918 29541 15413 20319 15100 15100 29348 29914 29380 29763 29923 20103 29585 14430 29375 29778 29539 20119 29379 29776 29149 20346 15616 15616 20947 29346 20724 29134 20744 20542 14863 15628 29368 15072 29106","2009-06-03","2009","2"
"hconres143-111","29923","20137 29325 20305 20734 39300","2009-06-03","2009","2"
"hconres144-111","29919","15245 90327 29940 29922 15005 29339 20101 21180 15010 29777 20719 20313 20340 20917 20146 20516 20757 29327 20761 20733 15019 20706 29717 29336 29745 29325 14824 20701 29762 20529 39304 20305 29348 20716 20907 29380 20713 20732 29937 29573 15029 29564 20136 20145 29778 15431 29539 29504 20119 29379 20905 20140 15613 29729 20702 20358 14256 20700 29377 29903 15616 20307 29123 29741 20920 20135 15438 14448 13035 20536 29771 20947 20715 29317 29346 20502 29911 20914 39307 29134 20744 20731 15444 29768 20762 20740 20310 20931 29368 29901 20130 15124 20750 29309 14066","2009-06-04","2009","2"
"hconres145-111","29778","20539 20733 29776 13035","2009-06-08","2009","2"
"hconres146-111","29379","21180 20748 29731 29313 29325 29380 20103 29748 29778 14435 29729 29149 29123 29134 15072 29309","2009-06-08","2009","2"
"hconres147-111","29744","29940 29339 21180 29587 29733 29539 20937 20752 20744","2009-06-11","2009","2"
"hconres148-111","20511","20108 29572","2009-06-11","2009","2"
"hconres149-111","20143","20101 29323 20917 20949 20952 20304 20336 15420 20333 20704 20317 20332 20947 20715 29742 29567","2009-06-11","2009","2"
"hconres15-111","29778","29942 29776","2009-01-08","2009","2"
"hconres150-111","29733","29729 20744","2009-06-11","2009","2"
"hconres151-111","20912","20507 29922 21180 20917 20306 20748 29571 20727 14824 39304 39300 29573 20712 20711 20921 20905 20332 29729 20341 20950 15619 29752 20102 20321 29707 20737 20542 14863 15628 20726 14869 29309","2009-06-12","2009","2"
"hconres152-111","29379","15000 20736 15005 20101 29760 29777 20355 29774 20733 20517 20952 15019 29925 29587 29717 29109 20727 15603 29312 29559 20529 20716 29380 20129 29585 15029 29564 29778 15431 15612 20935 14435 14256 29915 20537 29317 29709 29911 29134 29703 29309 29931","2009-06-12","2009","2"
"hconres153-111","20752","NA","2009-06-12","2009","2"
"hconres154-111","29337","29922 15005 29339 29328 20539 20733 20517 20748 20727 29559 29325 14824 20941 20908 20529 29348 29585 20712 20711 29748 29778 15431 15612 29744 20358 29776 29149 13035 29742 29911 20525 29707 15072 20504 29926 29715","2009-06-15","2009","2"
"hconres155-111","20517","20147 20124","2009-06-17","2009","2"
"hconres156-111","15634","29922 15005 20758 15014 15092 20316 15603 15413 29318 39300 29585 20711 20503 29379 29349 14435 20530 29729 29377 20528 15621 29742 29321 29707 14863 15072 20504 29926 29715 20138","2009-06-17","2009","2"
"hconres157-111","20755","90327 20736 20728 20918 20941 15100 15029 29564 20711 20508 29746 20358 20331 29722 20528 15621 20910 20744 29524 20342 20739 20138 14066","2009-06-17","2009","2"
"hconres158-111","29745","29339 20338 20101 21180 15014 20340 29323 20917 20761 20952 10713 20706 29736 20305 29348 20913 29337 29763 20129 29573 20712 29769 20911 15033 14644 15431 20926 29379 14435 20937 20538 29729 29746 20535 20702 20358 20341 20912 29915 29722 14072 20950 15438 29764 15634 29742 29134 20744 20737 20504 14869","2009-06-25","2009","2"
"hconres159-111","15634","15000 29922 15005 20758 20101 15014 29919 20501 29561 15603 20304 15420 39300 29564 20115 20704 20136 15033 29539 20530 20122 20332 20341 29149 29722 20707 20102 14863 14869","2009-06-25","2009","2"
"hconres16-111","15634","20347 20137 20313 15014 29323 20539 20949 20918 20521 29762 29143 20115 20333 20704 20929 29341 29349 20530 20332 20331 29549 20117 14675 20528 20301 15621 20910 29321 20914 20737 14863 29567 14869 14066","2009-01-09","2009","2"
"hconres160-111","15438","29701 20743 29922 29508 20351 20943 29775 29721 20719 20709 20355 20340 29323 20539 20757 15092 20748 29925 29561 15603 20916 29337 20349 29143 29546 15104 20938 20921 29522 14647 29379 20530 20332 29746 15083 29915 29149 14072 15616 14448 20947 29317 20525 20744 20737 29910 29703 20131 20310 29901 20504 20750 20756","2009-06-26","2009","2"
"hconres161-111","20704","20123 20728 29356 29508 20357 20351 20137 20906 20344 20531 20742 20304 20319 39308 20925 20963 29143 20325 20333 20926 20903 20909 20910 29567 20756","2009-07-08","2009","2"
"hconres162-111","20950","NA","2009-07-08","2009","2"
"hconres163-111","29722","15245 20743 20736 29942 29940 29922 29588 20101 21180 20523 29777 29328 20340 20746 20708 10713 20533 29587 29109 29571 29561 20763 29362 20727 29745 29325 20908 20529 39304 20930 20713 29923 29585 29573 15104 14430 20145 15431 29504 29393 20905 20937 20122 29729 29915 15616 15616 15049 29101 14290 15619 21115 29384 13035 29771 15634 20329 20744 20731 20737 20542 14451 29703 20330 20750 29525 29931","2009-07-08","2009","2"
"hconres164-111","29729","29736","2009-07-10","2009","2"
"hconres165-111","29337","29328 20733 29925 29336 20316 20763 20941 20305 29585 29573 29778 20119 29729 20358 29776 29377 15616 15619 13035 15634 20329 20504 29715","2009-07-17","2009","2"
"hconres166-111","15431","10713 29325 20305 29337 29923 20129 29573 39305 20712 29733 15613 29729 29377 15616 13035","2009-07-17","2009","2"
"hconres167-111","29362","90327 29508 29713 20137 29323 20501 20526 14413 29144 29325 20908 39304 29937 29733 29748 20704 29908 29349 15613 29331 20948 14290 14675 20909 29771 15621 39307 29524 14869","2009-07-20","2009","2"
"hconres168-111","20734","20743 21180 29919 20952 20706 29325 14824 20704 15613 29729 20956 20950 29127 29771 20759 14066","2009-07-23","2009","2"
"hconres169-111","90327","29701 20940 20728 20300 20101 20514 20709 15014 29323 20917 20919 20949 15455 20143 20521 15413 20925 39300 20915 20116 29546 20738 20755 29341 20532 20332 20513 20331 20110 29722 20353 20924 14854 20301 20759 20540 14657 20134 29519 20946 29524 20342 29567 20138 20756","2009-07-24","2009","2"
"hconres17-111","29778","29339 29328 20539 20733 15431 20537 15619 13035 29346 29106 29383","2009-01-09","2009","2"
"hconres170-111","29525","20736 29356 20758 20351 21180 29721 20514 20313 20539 20917 15092 20531 20511 29736 20143 20518 20319 20916 14828 29546 29338 20953 20532 20937 20522 20535 20110 20912 20346 20950 29127 14448 14854 20759 29519 20931 20726 29567 29715 20138 14869 13047 14066","2009-07-28","2009","2"
"hconres171-111","20711","NA","2009-07-29","2009","2"
"hconres172-111","15444","NA","2009-07-30","2009","2"
"hconres173-111","90327","NA","2009-07-30","2009","2"
"hconres174-111","20107","15445","2009-07-31","2009","2"
"hconres175-111","2605","29350 29124 20356 20706 29362 29361 15029 14430 29733 20755 15033 20331 15616 20923 20120 20724 20744 29519 29360","2009-07-31","2009","2"
"hconres176-111","29504","20306 20103","2009-07-31","2009","2"
"hconres177-111","20536","21180 29323 20917 20326 15092 20748 15453 20706 29325 20345 29396 29375 20921 20905 20702 29915 29549 15616 20924 20528 20301 20910 14451 14863 29360","2009-07-31","2009","2"
"hconres178-111","20330","15000 20736 15005 20101 29721 20137 29124 20516 29925 29571 29362 15603 20734 29380 29361 20145 20508 29379 29349 20937 15613 20933 29776 20956 15619 29321 15072 15446 29715","2009-07-31","2009","2"
"hconres179-111","20952","NA","2009-09-08","2009","2"
"hconres18-111","29341","29132 20728 20523 15014 20139 20918 20521 20336 29143 20333 20704 20936 29393 20532 20530 20332 20522 29127 29752 20528 20909 20505 29759 29501 29718 14053 20131","2009-01-09","2009","2"
"hconres180-111","29564","29943 29915 20346 29768 29931","2009-09-08","2009","2"
"hconres181-111","29361","29124 2605 29362 20519 29380 15029 14430 20936 20332 20331 20120 20922 15446","2009-09-10","2009","2"
"hconres182-111","29549","29774","2009-09-10","2009","2"
"hconres183-111","29144","15085 29702 20356 29763 15049 29771","2009-09-14","2009","2"
"hconres184-111","29776","NA","2009-09-14","2009","2"
"hconres185-111","20351","29701 20123 90327 20940 20728 29301 20347 29356 15085 29912 29508 20758 20357 29735 29137 20300 29775 20101 20514 29760 20753 20137 20313 20709 20355 15014 29350 29323 29124 20539 20144 20146 20356 20919 29327 20949 15092 20906 20344 20531 20111 20139 20511 99342 20526 29336 20316 15455 29362 29736 20742 20100 20918 20143 20518 20521 20304 29541 15413 20336 20345 20319 20527 39308 29762 20124 20916 14828 20925 29580 20730 20352 15420 29361 20963 39300 20107 20915 29143 20116 29546 20738 29375 20325 29338 20115 20333 20704 20929 29522 29553 20755 20936 14644 29341 29539 29393 20926 20953 14647 20503 29349 20532 20703 20530 20903 20332 20522 29315 20535 29331 20331 29905 20110 29722 20346 29549 20353 20307 20948 14290 20924 20117 14675 29752 20135 20528 20909 20505 20113 29505 20125 20536 20947 14854 20301 20120 15621 20910 15634 20715 29321 29939 20759 20540 20914 14657 29759 29501 29718 20134 29910 20729 14863 15445 29519 15627 20131 29921 20946 29572 29524 20130 20342 15446 29932 29567 20506 29525 20138 20756 14869 13047 14066","2009-09-15","2009","2"
"hconres186-111","29717","29132 20507 29702 29339 20338 29588 29328 20340 29774 20757 20539 20733 20147 20517 39301 20748 10713 20533 29587 20302 20763 20727 29745 29559 20941 20529 29348 20913 20716 29337 29585 29573 39305 29733 29338 20902 20938 20145 29778 15033 15431 20119 20937 29776 20537 15616 29101 15619 20705 20920 20954 13035 20329 29346 20502 29709 20724 29911 20321 39307 29718 20542 29368 29901 15072 20754 15124 20726 29106 20106 29383 20723","2009-09-16","2009","2"
"hconres187-111","20137","20347 39301 39300 15064 20138","2009-09-22","2009","2"
"hconres188-111","20933","20930","2009-09-22","2009","2"
"hconres189-111","20525","29380","2009-09-22","2009","2"
"hconres19-111","20528","NA","2009-01-09","2009","2"
"hconres190-111","29922","29339 29328 20340 20757 20539 20733 20517 39301 10713 29587 20302 29717 20763 20727 29559 20941 20529 20712 29733 29778 15431 29776 20537 15619 13035 20752 20321 39307 29368 20927 15072 20106 29383","2009-09-23","2009","2"
"hconres191-111","12036","NA","2009-09-25","2009","2"
"hconres192-111","29524","29519","2009-09-29","2009","2"
"hconres193-111","20355","20507 20531 20139 29943 29762 20905 20948 15445","2009-10-01","2009","2"
"hconres194-111","15612","20706 20317","2009-10-06","2009","2"
"hconres195-111","14647","15621","2009-10-06","2009","2"
"hconres196-111","14451","NA","2009-10-08","2009","2"
"hconres197-111","20950","20709 20143 29744 20358 20909 20759 39307 29715 20756","2009-10-08","2009","2"
"hconres198-111","20340","15245 29940 20507 29339 20351 29588 20300 29328 20137 20313 20355 29350 29323 29124 20516 20746 29327 20326 20539 20733 20517 20748 20952 15453 20706 20533 29587 29710 29731 29336 20143 20749 14824 20941 20529 39304 20305 14828 29318 29337 20349 20907 29380 20713 29923 20129 29573 29585 20915 20712 20751 29564 14430 20929 15431 29539 20720 20119 29379 14435 20937 29729 29746 20358 29776 20328 29915 29149 20346 14072 29549 15616 29741 15619 20135 15438 29505 20752 20910 29742 29317 29346 20343 20502 29709 29911 20944 39307 29759 20731 20737 20542 15444 29768 14863 15445 29703 20131 29921 20927 15072 20342 20726 20106 29383 29525 20739 20756 29931 20723","2009-10-13","2009","2"
"hconres199-111","20329","15245 29132 29942 29356 21180 20523 20753 20137 20917 20746 20757 20539 20955 20906 20748 20531 20706 2605 29325 20918 20529 20305 29348 29337 20930 20713 20103 20963 20712 15029 20938 20704 20136 20145 29778 20720 20937 20535 14256 20110 20537 20956 29903 15049 21115 29752 29764 20910 20715 29709 20321 15637 29931 14066","2009-10-13","2009","2"
"hconres2-111","20539","21180 2605 20937","2009-01-06","2009","2"
"hconres20-111","39305","21180 29919 20727 2605 29313 29325 20958 20305 29380 20103 39300 29748 29778 15431 29504 20122 20332 29729 20933 20537 20707 20528 29911 20744 15444 20762 29309 20723","2009-01-13","2009","2"
"hconres200-111","29132","20758 20139 20521 14824 20336 29762 20734 29380 29923 39305 29143 20751 29341 20532 14435 20332 20522 29905 20956 29549 29903 20715 29742 14657 29759 20934 29931","2009-10-15","2009","2"
"hconres201-111","29524","20728 29356 29508 20351 29775 20101 20753 15014 20146 20949 20344 20139 29362 20521 20304 20345 20319 39308 20124 20730 15420 39300 20915 29546 20333 20704 29393 29349 20332 20535 20110 29549 14675 29752 20135 29505 20947 20120 29939 14657 20729 15445 29519 15627 29921 29567 20506 14869","2009-10-15","2009","2"
"hconres202-111","20514","29769 29360","2009-10-22","2009","2"
"hconres203-111","20319","20507 29339 20753 20340 15092 20344 99342 20521 20304 20712 29338 15431 29341 14647 20317 29549 20505 20321 20506","2009-10-22","2009","2"
"hconres204-111","29380","20144 15092 20706 29546 20135 29384 20909 15621 20715 29321 29519","2009-10-22","2009","2"
"hconres205-111","20310","15005 20338 29777 29328 20340 29774 20539 20748 10713 29717 20108 29109 2605 29571 20717 29561 20727 29559 20908 20305 20716 29337 20519 29380 29763 20713 29923 39305 20712 15029 14430 15033 15431 29539 29504 20119 29379 20937 20122 15613 29776 20328 14256 29915 20537 29317 20329 29911 20922 29134 29707 14053 20740 20739 29309","2009-10-26","2009","2"
"hconres206-111","20753","20123 20507 29356 20357 29339 20300 20101 20523 29713 20137 20355 15019 20533 20139 20350 99342 15455 29745 20918 20143 20749 20304 20319 20730 20712 29546 14430 29338 20921 20704 20136 20755 15431 29341 20317 20538 29315 20110 14290 20505 20536 20301 29742 20502 20321 29718 29703 15064 15637 29901 20342 20726 20750 20506 20739 20138 20756 29931 13047","2009-10-28","2009","2"
"hconres207-111","20138","29356 20351 15014 29323 20949 15092 20531 20139 20521 15413 29361 39300 20915 20704 20755 29341 20903 29549 20909 20505 14854 29524 29567 14869 13047","2009-11-03","2009","2"
"hconres208-111","14448","20146 15083","2009-11-04","2009","2"
"hconres209-111","20518","NA","2009-11-05","2009","2"
"hconres21-111","29702","90327 15005 20101 20523 20900 20917 20761 20748 20706 29717 20108 20717 29736 15100 29914 29380 20712 20937 20538 29915 20950 15049 29384 20102 29742 20525 20737 29703 20741 15628 15637 29368 20726","2009-01-14","2009","2"
"hconres210-111","29144","NA","2009-11-06","2009","2"
"hconres211-111","14256","20958 29778 20702 14053","2009-11-06","2009","2"
"hconres212-111","29331","29940 20347 20758 20351 20101 29760 15014 29124 20949 20111 20511 29571 29362 20918 20518 20521 20124 20916 20352 29380 39300 20711 20911 29748 29522 20755 20503 29349 20703 20530 20332 20307 14265 20948 29741 14675 15634 29321 29939 20759 20914 20321 20744 29718 20134 29360 20130 20138 14066","2009-11-07","2009","2"
"hconres213-111","20503","15005 21180 15014 15603 29763 20103 29729 20537 21115 29134 15072","2009-11-17","2009","2"
"hconres214-111","20920","NA","2009-11-18","2009","2"
"hconres215-111","29573","20733 20147 10713 29731 20529 20305 29337 13035 20762","2009-11-19","2009","2"
"hconres216-111","29778","29940 15005 21180 20757 20708 20539 20517 10713 20763 20727 20958 20908 20305 20716 29337 20907 29763 20103 29585 29573 15431 14435 20122 29776 14256 29915 29377 29903 15619 15448 20752 29346 29709 29911 29134 20762 29106 14280 29309","2009-12-01","2009","2"
"hconres217-111","15634","29701 20123 90327 20728 20347 20758 20357 29137 20300 20101 20753 15014 20539 20917 20146 15092 20906 20531 20918 20518 20521 20304 15413 20336 20319 29762 20124 29361 39300 20107 29143 20333 20704 29341 20503 20530 20332 29315 20535 20110 29549 20353 20117 20909 20505 20113 20947 20120 29759 14863 29519 29572 29524 20130 20342 20138 20756","2009-12-03","2009","2"
"hconres218-111","15005","29508 21180 20516 20955 29925 20727 15603 2605 29325 20529 20713 20103 20122 14265 15619 20752 20329 29709 20542 14863 20762 20106","2009-12-08","2009","2"
"hconres219-111","29921","20729","2009-12-08","2009","2"
"hconres22-111","15634","29356 15014 29350 20356 15413 29361 29338 29341 20503 29349 20332 29549 20117 20528 20914 29921","2009-01-15","2009","2"
"hconres220-111","20944","90327 20940 20507 20338 29588 20943 21180 20523 29721 15014 20917 20919 20326 20906 20952 15019 15410 20939 15100 20916 20913 20716 20925 20930 29914 20907 29573 20712 29564 20942 29769 20938 20929 20926 14435 20937 29729 20513 20912 20700 20956 20950 20957 20924 20920 20910 20329 29768 29703 15064 29360 20740 15637 20931 29730 20927 29932 20726 20756 29931 20723 14066","2009-12-10","2009","2"
"hconres221-111","10713","29585 29748 29915","2009-12-11","2009","2"
"hconres222-111","15049","29942 20305 29348 29763 29903 20329 29134","2009-12-15","2009","2"
"hconres223-111","20920","NA","2009-12-16","2009","2"
