"bill_id","sponsor_icpsr","cosponsors_icpsr","bill_date","year","chamber"
"hconres113-112","20336","21180 20351 20753 21174 20304 21103 20962 21149 21134 21142 29143 20738 29338 20704 21138 21150 29349 20903 21176 21136 21104 21131 21105 21173 20138 21135","2012-03-26","2012","2"
"hconres114-112","20530","29701 21141 20340 21183 20949 21191 20704 20136","2012-03-26","2012","2"
"hconres115-112","21158","21120 20123 21196 20940 20728 29301 29356 15085 20758 20351 20523 29760 20753 20709 15014 29323 21183 20306 29550 20949 15092 20906 20531 20139 21179 20316 21174 21159 20100 21178 20918 21182 20304 15413 20336 20527 39308 21103 21175 20962 21191 21152 14828 21157 21139 21149 21155 20352 29396 21134 21129 20107 21162 29143 20738 21167 20325 29338 20333 20704 20929 21138 21166 20755 21150 29393 20926 20953 20503 29349 21170 20530 20903 20332 20522 21188 20535 20328 20110 21176 20346 29549 15616 21177 21147 20948 20924 20337 20117 29752 20528 21136 20909 20505 21101 21190 21121 20947 14854 15621 21131 20715 21153 29346 20759 21130 20540 21105 21123 21173 29759 29718 14863 15445 21114 21163 21100 20130 20342 21197 20725 21126 21119 20506 20138 21122 21135 13047","2012-03-29","2012","2"
"hconres116-112","20924","21160 29508 21180 20719 20709 29774 29919 20757 20356 15453 29925 20717 21189 20727 20518 21112 20345 20915 21162 15029 21167 29769 29375 29522 15431 20508 20926 20953 20532 21170 29744 20122 15613 29729 20537 15616 21177 21115 20923 29127 14675 21101 20536 29764 21190 29911 20914 14657 29718 21163 20130 21126 20726","2012-04-18","2012","2"
"hconres117-112","21109","15616","2012-04-19","2012","2"
"hconres118-112","15616","21109","2012-04-24","2012","2"
"hconres119-112","10713","21145 20733 29717 29325 20941 20305 21195 29778 13035 29317 29346 29911 14053","2012-04-24","2012","2"
"hconres12-112","29926","15000 21120 29132 20507 29922 15005 20758 20338 29777 29328 29774 29919 21172 20748 20952 29925 29109 20959 20727 15603 29325 20524 14824 29541 20941 20336 29943 39304 21154 29337 21155 21151 20907 29923 20129 20107 20116 15029 21140 29375 20938 20929 29908 29539 15612 20119 29379 14435 29744 29729 20110 29149 29377 15616 15454 29741 20924 15619 20923 20135 20910 15634 29742 21153 20343 20724 29911 20104 20525 29707 20542 14863 20740 29730 15072 21126 20726 20504 14280 21119 21118 14869","2011-01-25","2011","2"
"hconres120-112","14435","20355 21172 20305 20519 15033 15431 29539 29379 29729 14448 13035 14863 20762 15072 29106","2012-04-24","2012","2"
"hconres121-112","29346","20518 29573 15072","2012-04-27","2012","2"
"hconres122-112","20530","29132 15085 21158 15014 20139 21139 21129 39305 29143 20704 20929 20926 20532 20522 29752 29759 15072","2012-05-07","2012","2"
"hconres123-112","20304","15005 21180 20356 20733 20305 21195 29573 29585 29778 21170 20122 15613 29729 20537 29106 14280 29309","2012-05-10","2012","2"
"hconres124-112","21129","21120 20357 21193 20949 20139 29553 20948 21148 20528 20909 20505 15445 21119 14869 21135","2012-05-15","2012","2"
"hconres125-112","20145","15613 20535 20536 29768","2012-05-18","2012","2"
"hconres126-112","21105","NA","2012-05-25","2012","2"
"hconres127-112","29775","15085 29538 29508 21180 20351 21198 20709 20355 20340 29774 20919 20539 20960 29710 2605 29561 15603 29312 29313 20143 21112 20319 21191 20916 20925 29546 21128 20929 20755 29504 20503 14435 20140 20538 21188 20535 20702 14256 20346 29549 21147 20948 15454 29752 20904 21136 20120 29321 29346 20759 21173 29759 29718 20762 15627 20131 29921 15072 15446 29932 14280 20506 29525","2012-05-30","2012","2"
"hconres128-112","29328","29301 29339 20111 29546 21119","2012-05-30","2012","2"
"hconres129-112","20331","21196 29942 21171 29356 15085 21141 21160 29339 29588 21180 29721 29328 21158 15014 29323 29124 29774 21113 20757 20539 20955 15092 20344 20531 20952 15019 20501 20706 2605 29312 29325 21181 20958 21156 20319 21103 29762 21107 21152 20925 21155 20713 21194 21142 20963 21162 29546 20738 29375 20325 21128 20938 20145 29522 20755 14644 20508 29539 21150 21170 20530 20122 20332 29729 29776 20328 29905 20346 29903 21177 21115 21147 20948 21148 20909 14448 13035 20752 20120 29742 21153 29346 20343 21130 15444 21163 20740 20934 21197 15446 20725 20726 20750 20506 20138 21108 13047","2012-06-08","2012","2"
"hconres13-112","20143","29701 20123 90327 29301 29356 20357 21180 20351 20523 20753 20355 29323 29124 21183 20949 20906 20531 20111 20511 21159 29736 21182 20521 20336 20319 39308 21107 21191 14828 20925 21142 20915 29546 20325 29338 20333 21166 20755 20508 29349 20332 20331 29905 20110 20353 21147 20117 20528 21136 14448 20947 21117 20102 20134 29910 15627 20342 15446 20725 20506 20138 14869 14066 21133","2011-01-26","2011","2"
"hconres130-112","20529","21110 29339 21198 21180 29328 20340 20757 20539 21145 20733 20147 20517 20748 10713 29587 29717 20763 20727 29559 20941 20305 29337 29573 39305 20712 29778 15431 20122 29776 20537 15616 13035 20752 21137 29346 39307 29134 21102 29368 15072 29106 29383 21118","2012-06-29","2012","2"
"hconres131-112","29778","15005 20539 20304 29337 15612 15613 15616 15634 14280","2012-07-13","2012","2"
"hconres132-112","14647","29134","2012-07-17","2012","2"
"hconres133-112","20346","NA","2012-07-17","2012","2"
"hconres134-112","20705","20906 29710 21112 20704 20904 21111","2012-07-24","2012","2"
"hconres135-112","29925","NA","2012-07-31","2012","2"
"hconres136-112","29379","29588 20955 20727 14824 20305 20103 15431 20122 29123 20752 29134 14053","2012-08-02","2012","2"
"hconres137-112","15621","NA","2012-09-12","2012","2"
"hconres138-112","29301","21102","2012-09-20","2012","2"
"hconres139-112","20524","29701 20959 29337 20929 21138 21166 29744 21168 20923 20909 29707 20310 21126 20506","2012-09-21","2012","2"
"hconres14-112","21104","20539 21182 20117","2011-02-08","2011","2"
"hconres140-112","21158","NA","2012-09-21","2012","2"
"hconres141-112","20762","21172 20959 20727 29312 20305 29923 21140 29778 29729 29149 20707 29377 29317 20310 20754 29378","2012-11-28","2012","2"
"hconres142-112","21188","15085 20351 20146 20916 29396 21162 21166 20755 20953 20346 21147 20948 20337 29127 14448 14854 29718 29921 15446 29525","2012-11-30","2012","2"
"hconres143-112","20756","21180 29777 20952 20706 20143 39308 21191 20925 29380 21186 29573 20145 20110 29149 21148 21185 20343 39307 20946 20342 14869","2012-12-04","2012","2"
"hconres144-112","21136","20728 20357 20514 29760 20753 20146 21181 21178 21182 21165 20527 15420 21134 29143 29546 20704 21138 21166 20755 20953 31102 21176 20353 21147 20948 20759 21123 20729 29921 20725 20506 20138","2012-12-07","2012","2"
"hconres145-112","15634","15005 15014 29550 20952 21159 15603 2605 21162 29321 14863 21197","2012-12-17","2012","2"
"hconres146-112","29137","NA","2012-12-21","2012","2"
"hconres147-112","15634","NA","2013-01-01","2013","2"
"hconres15-112","20539","NA","2011-02-09","2011","2"
"hconres16-112","14873","20952 20763 29149 15616 20330 14869","2011-02-09","2011","2"
"hconres17-112","21122","NA","2011-02-15","2011","2"
"hconres18-112","29325","20940 29707","2011-02-15","2011","2"
"hconres19-112","20529","29942 29339 21180 29777 29328 20955 20147 20748 29587 29325 20941 29943 29337 20713 29923 20103 29573 39305 20712 29778 15431 14435 20538 29729 29776 20537 29903 15616 13035 20752 21137 20102 20321 39307 29134 21102 20310 29368 20330 29106 29383 21118 29309","2011-02-17","2011","2"
"hconres2-112","20107","NA","2011-01-05","2011","2"
"hconres20-112","20110","29356 29325 20704","2011-02-28","2011","2"
"hconres21-112","20531","21120 20123 90327 20940 29301 20507 29356 15085 21141 29922 29912 29339 20300 20523 29721 20514 20719 20709 20355 15014 20340 29323 21183 20146 29919 20306 20516 21113 20757 29550 20147 20906 15453 20706 21106 20111 20533 20139 20526 20316 2605 20717 21174 15455 21159 29736 21184 20524 20918 21182 20518 20521 29541 20345 21165 20319 21103 21175 29762 20124 20962 39304 21107 20916 14828 21157 20925 21139 21149 29337 29580 21151 20930 20730 15420 29763 29396 21134 21129 20963 21186 20915 21162 29546 20738 15029 29769 21128 20938 20333 20704 20929 21166 20145 29522 29553 20755 29539 20720 21150 29393 20926 20932 20953 29349 29744 20530 20522 29746 20535 29776 20328 20341 20331 29905 20110 29549 20353 20307 21147 20948 20957 21148 14290 20924 20337 14675 29752 20135 20528 21136 20909 14448 13035 21101 20125 21190 21185 14854 20301 20120 21117 20102 29321 21153 29939 20343 20724 21130 20540 20914 20525 21105 20321 29759 29718 20737 29910 20729 14863 21163 21100 20131 29921 20946 20130 20342 15124 20725 29932 21126 20726 20506 29525 20138 20756 21108 21135 14066","2011-02-28","2011","2"
"hconres22-112","20528","NA","2011-02-28","2011","2"
"hconres23-112","20146","29356 21141 29328 15014 20517 20706 21154 21157 21142 20522 21188 20535 20331 20110 20948 29741 20135 20528 14448 21111 15072","2011-02-28","2011","2"
"hconres24-112","20535","29339","2011-03-03","2011","2"
"hconres25-112","21149","21120 20123 20940 20728 29301 29356 15085 21141 20357 21180 20351 29760 21193 20709 21158 20355 15014 29323 21183 20356 20919 29550 20949 15092 20906 20344 20531 21106 20511 21109 21179 21189 21174 21159 29736 21181 20100 21178 20918 21182 20143 20521 20304 20336 21165 20319 21175 20124 20962 21107 21191 14828 21139 20352 21134 21142 21129 20107 21162 29143 29546 20738 21167 29375 20325 29338 21125 20704 21166 29553 20755 29393 20926 29349 20532 20530 20903 20332 20522 29315 21188 20535 29905 21176 29549 20353 21177 21147 20948 21148 20337 20117 29752 20135 21136 20505 21185 21192 20947 14854 20301 21131 21117 20759 20540 21123 21173 20134 21114 15627 21100 20130 20725 21126 21116 21119 20506 20138 20756 14869 21108 21122","2011-03-03","2011","2"
"hconres26-112","29778","NA","2011-03-03","2011","2"
"hconres27-112","15446","21143 21141 29124 21145 10713 2605 21142 14430 15033 20332 20331 20923 20120 20725","2011-03-08","2011","2"
"hconres28-112","29748","29919 10713 20727 29325 20103 29546 29778 29377 14290 20762 14053 29309","2011-03-09","2011","2"
"hconres29-112","20528","29508 21193 20709 20319 20527 21162 29143 29546 21138 29905 21115 20909 21117 29321 20506","2011-03-09","2011","2"
"hconres3-112","20351","15085 29760 20753 20355 15014 20949 21106 14828 20730 29143 21128 20755 29539 20953 29349 20532 29905 20948 14290 20125 14854 20914 29718 20725 20756 21135 13047 14066","2011-01-05","2011","2"
"hconres30-112","21122","NA","2011-03-15","2011","2"
"hconres31-112","14290","29919 10713 15455 39308 21191 20103 29546 29748 29778 29309","2011-03-15","2011","2"
"hconres32-112","20910","29124","2011-03-31","2011","2"
"hconres33-112","20144","29553 14280","2011-04-04","2011","2"
"hconres34-112","29939","NA","2011-04-11","2011","2"
"hconres35-112","90327","NA","2011-04-11","2011","2"
"hconres36-112","21180","21182 21147 20948 21192","2011-04-11","2011","2"
"hconres37-112","20336","15085 29760 20949 21134 21142 20738 20704 20903 21176 21136 21190 21100 21126","2011-04-12","2011","2"
"hconres38-112","29701","14448 21114","2011-04-12","2011","2"
"hconres39-112","29132","21141 20758 20357 20523 15014 20356 29550 20906 20139 29312 20143 20521 14824 20336 20124 21139 21151 29380 21129 21162 29908 21150 20926 14647 20532 20530 20903 20332 29549 20948 20528 13035 21121 20947 20715 21117 29742 29321 21153 15445 20506 21135","2011-04-13","2011","2"
"hconres4-112","15029","29325 20519 29585 15616","2011-01-05","2011","2"
"hconres40-112","15603","29942 29940 29922 29588 29774 21172 20108 29710 29561 20727 29313 29325 14824 20529 20305 29348 21195 29337 29380 29923 20103 29748 29778 15033 15431 29379 14435 20122 29729 20537 29149 29377 15616 15454 20904 13035 20752 29911 29134 29707 29768 20762 14053 20310 20504 29309 29931","2011-04-13","2011","2"
"hconres41-112","21150","21174","2011-04-13","2011","2"
"hconres42-112","20107","29312","2011-04-14","2011","2"
"hconres43-112","21173","NA","2011-04-14","2011","2"
"hconres44-112","29375","21154 20332","2011-04-15","2011","2"
"hconres45-112","20110","20507 20758 21109 29325 21134 21162 20704 20328 20947 21153 20726","2011-04-15","2011","2"
"hconres46-112","21109","15616","2011-05-02","2011","2"
"hconres47-112","21109","15616","2011-05-02","2011","2"
"hconres48-112","2605","NA","2011-05-04","2011","2"
"hconres49-112","15619","20952 20518","2011-05-04","2011","2"
"hconres5-112","20138","NA","2011-01-05","2011","2"
"hconres50-112","29759","NA","2011-05-12","2011","2"
"hconres51-112","29748","20719 15014 29919 10713 20116 29546 29778 20903 14290 14053 29309","2011-05-23","2011","2"
"hconres52-112","29375","20147 29585","2011-05-24","2011","2"
"hconres53-112","20336","20949 20139 20527 20962 20953 20903 20337 29752 20909","2011-05-24","2011","2"
"hconres54-112","15619","20758","2011-05-24","2011","2"
"hconres55-112","20535","20949","2011-05-25","2011","2"
"hconres56-112","21182","21184 20527","2011-05-26","2011","2"
"hconres57-112","20910","29124 20906 20344 20511 21156 21107 20963 20107 29553 20110 21115 21117 14657 20134 21119 20506","2011-06-01","2011","2"
"hconres58-112","20342","29701 90327 20728 21171 29538 20758 20357 20514 29777 21193 20753 20355 15014 29124 20356 20949 20344 10713 20511 21174 15455 29736 21184 20524 20100 20918 20143 20521 20304 20336 20345 21165 20319 39308 21103 21107 21191 21139 21151 21187 20963 20107 20915 21162 29143 29546 20738 29748 21125 21138 20953 20903 29905 20110 21115 21148 14290 20924 14675 29752 20528 20909 21185 20301 20910 21130 20540 14657 20134 14863 21163 20131 29921 20130 21126 21119 20138 21122 14066 21133","2011-06-02","2011","2"
"hconres59-112","20357","21193 21127 21174 20143 20304 20527 21154 21155 29375 20704 20929 21188 13035 20131 21111 20506 21122 21135","2011-06-03","2011","2"
"hconres6-112","15431","NA","2011-01-06","2011","2"
"hconres60-112","21109","15005 29508 20719 20306 20516 20757 15092 20501 21106 29587 20108 21127 21159 20518 21175 21107 21152 21139 21151 21187 20713 21162 29546 20938 20333 20926 20503 29315 21168 29331 29905 21115 21115 21104 21101 21137 20947 21153 21130 29759 20134 29768 21100 14869 21135","2011-06-16","2011","2"
"hconres61-112","20120","NA","2011-06-16","2011","2"
"hconres62-112","39308","20952 20143 29149 39307 20756 14869","2011-06-23","2011","2"
"hconres63-112","29149","29942 20338 21172 20344 20952 14413 15455 20727 2605 29325 20958 20345 29380 29923 15029 14430 29748 20929 29553 20508 15612 29379 29744 29746 15616 15616 15454 29741 15619 13035 20752 20329 39307 20130 20726 14869 29309 14066","2011-07-07","2011","2"
"hconres64-112","20727","21180 29328 20340 20757 20539 20955 21172 20733 20517 20748 10713 20960 29925 29717 15410 20959 29325 14824 20941 20958 20529 20305 29348 21124 29337 29923 20103 29573 29585 20712 29748 29778 15431 20720 29504 29379 20538 20122 15613 29729 20707 29377 29123 20920 14448 20752 21137 29742 29317 29346 29911 21102 14053 20740 29368 20934 15072 29106 21118 29309","2011-07-08","2011","2"
"hconres65-112","15619","21110 15005 29919 29778","2011-07-14","2011","2"
"hconres66-112","29559","21145 20517 29717 20529 29380 15431 29776 13035 20321 39307","2011-07-21","2011","2"
"hconres67-112","15616","21109","2011-07-28","2011","2"
"hconres68-112","29377","20727 15603 20958 20305 20712","2011-07-30","2011","2"
"hconres69-112","29377","20733 10713 29587 20727 15603 20958 20305 29585 20712","2011-08-01","2011","2"
"hconres7-112","29736","29337 20957 29127 20750","2011-01-07","2011","2"
"hconres70-112","29759","NA","2011-08-01","2011","2"
"hconres71-112","29777","NA","2011-08-01","2011","2"
"hconres72-112","10713","29132 29942 21110 21180 29777 29328 20340 29919 20757 20539 20955 21172 21145 20733 20147 20517 20748 20706 20960 29587 29717 15410 29109 20763 20727 29325 14824 20941 29943 20529 20305 29348 21195 21124 29337 29380 20713 29923 20103 29573 29585 39305 20712 15029 21140 14430 29748 29778 15431 20720 29379 14435 20538 15613 29729 20341 20537 29377 29903 29123 29101 15619 20923 20920 13035 29764 20752 29742 29317 29346 20329 29911 39307 29134 15444 14053 29368 29730 20934 15072 20754 29378 29106 21118 29309","2011-08-01","2011","2"
"hconres73-112","20932","20930 20337","2011-08-01","2011","2"
"hconres74-112","20528","NA","2011-09-07","2011","2"
"hconres75-112","29337","NA","2011-09-08","2011","2"
"hconres76-112","20503","NA","2011-09-08","2011","2"
"hconres77-112","20336","15085 15014 20906 20521 20319 21139 21129 39305 21150 20532 21170 20530 29549 20528 21117 20737 15445 15627 21126","2011-09-13","2011","2"
"hconres78-112","29717","20340 20516 20539 21145 20733 20147 10713 29587 20941 20305 29348 21195 29337 29573 39305 20712 20938 29778 15431 20328 29149 20923 20954 20752 15072 20750","2011-09-14","2011","2"
"hconres79-112","29337","NA","2011-09-14","2011","2"
"hconres8-112","29134","NA","2011-01-07","2011","2"
"hconres80-112","20116","20351 29585 29729","2011-09-15","2011","2"
"hconres81-112","14854","NA","2011-09-22","2011","2"
"hconres82-112","21130","21132 21182 21190 21185 21197 21126","2011-09-23","2011","2"
"hconres83-112","14854","NA","2011-10-03","2011","2"
"hconres84-112","29778","29774 20516 20539 20305 29337 20103 20129 29748 29379 20122 15619 29317 29911 20762 29309","2011-11-03","2011","2"
"hconres85-112","29940","21110 29922 29588 29777 29774 29919 20757 20955 21172 20748 10713 29587 29717 15410 20727 29313 29559 29325 20941 39304 20305 29348 21195 29337 20519 29380 29763 20713 21194 29923 20103 29937 29585 20712 15029 29748 20136 29908 29778 15431 14435 20538 20122 15613 29729 20702 20328 20341 20537 29903 15616 29123 29741 29127 20920 20954 29317 29346 29709 29911 29134 15444 20762 14053 29901 29730 15072 20754 29106 20750 29309","2011-11-03","2011","2"
"hconres86-112","20107","NA","2011-11-04","2011","2"
"hconres87-112","20758","29942 21141 21180 29777 20356 20539 20733 20517 20906 20748 20344 15453 20706 21146 2605 29325 20143 21157 21129 20107 29585 21162 39305 20712 29546 29375 20938 20755 20720 14647 14435 20530 29746 20328 20110 15616 15616 21115 13035 20752 21121 21153 20343 20329 15072 20726 21119 14869 13047 14066","2011-11-10","2011","2"
"hconres88-112","39305","29132 21110 21180 29328 20340 20733 20517 20941 20305 20129 29573 29585 20712 29778 29729 29776 15616 21115 13035 20752 20329 15445 21118","2011-11-16","2011","2"
"hconres89-112","14828","29132 15085 20351 21193 20355 20539 29550 20949 20748 20344 20531 10713 20706 29710 2605 21174 21178 20918 21182 20143 20518 20336 20319 20527 29943 39308 20962 21139 21149 29763 29396 21134 21142 21129 21125 21166 15033 20953 29349 20903 20537 21176 29741 20337 20923 20909 21104 29764 21190 20947 21131 29709 20540 21100 21126 20726 21119 20138 21135","2011-11-18","2011","2"
"hconres9-112","20720","29721 20719 20325 29522","2011-01-19","2011","2"
"hconres90-112","20925","NA","2011-11-18","2011","2"
"hconres91-112","20707","20706 29109 20907 29908","2011-12-01","2011","2"
"hconres92-112","29315","NA","2011-12-14","2011","2"
"hconres93-112","20134","NA","2011-12-14","2011","2"
"hconres94-112","14854","NA","2011-12-14","2011","2"
"hconres95-112","29522","20523","2011-12-16","2011","2"
"hconres96-112","21101","NA","2012-01-18","2012","2"
"hconres97-112","15634","15005 15014 20316 15603 20503 29776 21121 20542","2012-01-27","2012","2"
"hconres98-112","20915","20123 90327 15085 21180 21193 21103 21149 15420 21134 21129 29546 20532 21147 14290 21136 21130 15627 21135","2012-01-31","2012","2"
"hconres99-112","15431","NA","2012-02-09","2012","2"
"hjres1-112","39308","21120 20123 90327 20728 29301 29356 21141 29508 20758 20351 29760 21193 20753 21158 20355 15014 29124 20539 20356 29550 20949 15092 20906 20531 21146 21106 20139 20511 21109 20526 21179 21174 15455 29736 21184 21181 20100 20918 21182 20143 20521 20304 15413 21112 20336 21165 20319 20527 21175 20124 20962 21107 21191 21152 14828 21139 21155 20730 20352 15420 21134 21142 21129 21186 20107 21162 20738 20325 29338 20333 21125 20704 20929 21138 20755 20926 20503 29349 20532 20530 20903 20332 20522 29746 20535 20331 20110 21176 29549 20353 21115 21147 20948 20337 20117 29752 20135 20528 21136 20909 20125 21190 21185 20947 14854 15621 21131 20715 21117 29321 20759 20540 21105 21173 14657 29759 15445 21114 15627 21100 20131 29921 20946 21111 15446 20725 21119 20506 29525 20138 20756 14066 21133","2011-01-05","2011","2"
"hjres10-112","20533","20743 20507 29339 20523 29721 20306 20326 15019 20501 20717 20508 20140 29746 20328 29127 20102 20321 29901","2011-01-06","2011","2"
"hjres100-112","29748","29587 29717 29348 13035 14053","2012-01-18","2012","2"
"hjres101-112","21190","29546 21176 21185 21173","2012-02-06","2012","2"
"hjres102-112","29550","20304 20704 20953 21176 20909 20947 20540","2012-02-14","2012","2"
"hjres103-112","20319","21120 29701 20123 90327 20940 29301 15085 21160 20758 21180 20351 20300 20514 21193 20753 21132 15014 29323 21183 20356 15092 20906 20344 20531 21106 20139 21179 21174 15455 21181 21182 20143 20304 21112 20527 21103 21175 20124 20962 21107 21191 21139 15420 21134 21142 21186 20915 29143 29546 20325 29338 20333 20704 21138 21166 20755 21150 20503 20532 29331 20110 21176 29549 21177 21147 20948 21148 14290 20337 14675 20528 21136 20505 21104 20125 21190 21192 20947 20301 21131 20910 20715 21117 20759 20914 21105 21123 21173 14657 29759 20729 15445 21163 20131 21111 15446 20725 21126 20506 20138 21108 21135","2012-02-16","2012","2"
"hjres104-112","90327","29538 21141 20514 21183 20356 20919 15092 21106 21159 21182 20143 20521 21107 21152 20925 21139 29546 29338 20938 21138 21166 29393 20926 29549 21148 20117 29127 21131 20759 21173 21111 20756 21135","2012-02-17","2012","2"
"hjres105-112","21190","21185 21173","2012-02-29","2012","2"
"hjres106-112","20304","29508 20523 29323 29550 15092 20501 20100 20918 15413 21103 29546 14647 20532 29905 20117 21104 29321 21105","2012-03-26","2012","2"
"hjres107-112","20304","29323 21183 21174 20918 21182 20518 20527 21139 21134 21142 20738 29338 20704 29349 20903 21176 21147 29752 21117 21126 20506","2012-03-29","2012","2"
"hjres108-112","21183","20533 20316 29763 20909 29759 20506","2012-05-10","2012","2"
"hjres109-112","29925","29375","2012-05-18","2012","2"
"hjres11-112","20753","29538 15014 21174 15455 21184 21182 20304 21165 20319 20124 29546 29338 20704 21150 20903 20332 21176 29752 20909 21117 21114 21126 21119 20506","2011-01-07","2011","2"
"hjres110-112","20304","20123 90327 29301 29356 21141 20357 20351 20300 21193 20753 20709 15014 29124 21183 20919 20906 21146 20511 21174 21181 20918 20143 20518 15413 20319 39308 21103 20916 20925 21139 21149 21134 21142 21129 20963 21162 20116 29546 20738 21167 20325 20333 20704 21138 29522 20755 20953 29349 20532 21170 20903 20332 20535 20331 20110 20346 29549 20353 21177 21115 21147 20948 21148 29752 20135 20909 20125 20301 21131 20715 21117 29321 21130 21105 29759 14863 20130 15446 20725 21126 20506 20138 20756 14869 14066","2012-06-05","2012","2"
"hjres111-112","20104","29919 21172 29312 29313 29325 20958 20907 29585 21140 29778 20328 29149 15616 29127 14053 20750 21118","2012-06-18","2012","2"
"hjres112-112","21179","20123 21143 21180 20351 20514 20753 20919 21106 21174 15455 21159 21181 21178 20918 20319 20527 39308 21175 20962 21107 21134 20107 21125 20704 20953 20535 14290 20505 21185 20947 21131 20540 21100 20725 21126 20506 20138","2012-06-18","2012","2"
"hjres113-112","21183","20533 20316 29763 20909 29759 20506","2012-06-28","2012","2"
"hjres114-112","21104","NA","2012-06-29","2012","2"
"hjres115-112","29908","20147 15019 20706 20713 20129 20343 29718","2012-07-24","2012","2"
"hjres116-112","21192","NA","2012-07-25","2012","2"
"hjres117-112","14854","NA","2012-09-10","2012","2"
"hjres118-112","29124","29701 21171 21132 20356 20139 21179 20521 20319 21103 20962 29580 15420 20738 20333 29331 20353 20505 20947 21131 21117 21173 21114 20725 21126","2012-09-11","2012","2"
"hjres119-112","29573","90327 29301 21199 20507 29356 29339 20523 20514 29328 20340 20539 20733 39301 20952 15019 21181 20941 21195 29337 20712 20938 29778 15431 29101 21137 20301 29346 20944 21102 29368 21118","2012-09-13","2012","2"
"hjres12-112","29573","NA","2011-01-07","2011","2"
"hjres120-112","29143","29316 29553","2012-09-13","2012","2"
"hjres121-112","20129","NA","2012-10-23","2012","2"
"hjres122-112","21109","NA","2012-12-18","2012","2"
"hjres13-112","29736","90327 21196 20940 29301 29538 21160 29912 20357 21180 20514 21183 20906 21106 21179 21189 15455 21159 20524 21182 20143 20518 20521 29541 21103 39304 21107 21152 14828 21139 21149 20730 21134 21162 29546 20738 21140 20325 20333 20704 20929 29522 20936 20508 29539 20926 20953 29349 21170 29744 21188 20535 29331 20328 20110 20346 29549 21177 21148 20337 29127 20135 21136 20909 14448 21101 20125 21185 20947 20301 20120 20910 15634 21117 20102 29742 21153 20914 21123 29718 29910 29768 14863 20130 29932 21119 20138 20756 14869 21108 13047 14066","2011-01-07","2011","2"
"hjres14-112","29736","NA","2011-01-07","2011","2"
"hjres15-112","20135","20345 15627","2011-01-07","2011","2"
"hjres16-112","20325","21122","2011-01-07","2011","2"
"hjres17-112","29134","NA","2011-01-07","2011","2"
"hjres18-112","29921","NA","2011-01-07","2011","2"
"hjres19-112","20356","20906","2011-01-12","2011","2"
