"bill_id","sponsor_icpsr","cosponsors_icpsr","year","chamber"
"hconres17-116","21311","21703 21709 21362 21907 21711 21309 21917 21715 21502 21922 21722 29504 20932 21947 29377 29903 29317 20329 20902 20542 21746 21508 21314 29378","2019","2"
"hconres18-116","21108","21106 21324 21503 21559 21563","2019","2"
"hconres19-116","14873","21554 21707 20952 15616 21741 20724 21978 21983","2019","2"
"hconres2-116","21191","21143 21908","2019","2"
"hconres20-116","20708","21522 21545 21516 21196 21700 21551 21701 21903 21759 21702 21333 21352 20758 21986 20357 29339 21519 21548 29760 21193 21331 21707 20709 21132 21708 20355 21329 20340 21376 29323 20757 21513 20356 29550 21710 20147 20344 21345 21565 20531 21305 20501 20706 21106 21911 20533 29587 21755 21914 21564 29717 21328 21915 15410 21529 21189 21174 21714 21531 21566 21717 21718 21182 20518 20521 21720 21986 21751 21165 21923 21924 21722 21717 21925 21103 21723 29762 20124 20962 21559 21927 20916 21928 21929 21930 21139 21149 29337 21760 21187 21514 21503 21349 21725 21933 21339 21934 21346 21142 21985 21162 21935 21727 20738 21353 21936 15029 21542 21140 21985 21167 21561 21368 21937 29769 21128 20902 21340 21562 21302 20704 20755 21732 21938 20720 21150 21515 29393 20926 20932 21941 20119 21942 20532 21734 31102 21943 20530 20122 21736 20522 21188 20535 21348 29776 21945 21946 21737 21526 21557 21525 21355 21987 21556 21753 20307 21739 20948 21148 15454 21951 29741 31103 21952 21356 21953 21554 20909 21559 21101 21359 21957 14854 20301 21544 20329 29346 20343 20329 21326 20944 21123 20321 21102 21964 29718 29910 20542 20729 14863 21967 21969 21541 21970 21367 21163 21973 20946 29572 15433 21974 21976 20342 15446 21980 21365 21366 15124 21337 20725 29932 21543 21330 21982 21360 21351 21563 21763 21364 21118 20138 20756 21108 21984 20723 14066 21539","2019","2"
"hconres21-116","20305","NA","2019","2"
"hconres22-116","21724","NA","2019","2"
"hconres23-116","21940","21143 21172 21950 21370 21978","2019","2"
"hconres24-116","29377","21172 21712 29587 29717 29571 15603 29504 15616 15616 20104 29106","2019","2"
"hconres25-116","21960","21906 21309 15410 21529 20305 29337 21369 29573 20712 21313 15616 21741 29346 29911 21975 21978","2019","2"
"hconres26-116","29379","20758 21951 31103","2019","2"
"hconres27-116","29769","21901 21551 21701 21333 21352 21554 21548 21904 21331 21708 21329 21358 20517 20952 20501 21910 29717 21328 21915 31101 29561 21189 21531 21750 21566 21718 20518 21720 21924 21723 21559 21929 21149 21369 21760 20519 21349 21725 21346 21142 21985 21935 15029 21542 21985 21167 21372 29375 21128 21730 21340 21562 21756 29908 20755 21732 20508 20720 29393 20926 21344 20532 21943 20122 20535 21946 21737 21526 20537 21738 20307 21739 21740 29741 20705 29127 21953 21370 21101 21956 20947 21959 21544 21326 21105 20321 14657 21102 29707 29718 21965 14863 21373 21969 21970 21163 21747 20310 20946 15433 21111 21978 20342 21337 21543 21330 21351 21364 21539","2019","2"
"hconres28-116","20343","21198 20757 21309 29561 21718 21717 21559 21930 21503 21728 20508 29379 21761 15616 21951 21101 21747","2019","2"
"hconres29-116","20708","21707 21712 29109 20305 21335 21340 20145 21950 15438 29317 29346 20504","2019","2"
"hconres3-116","29778","NA","2019","2"
"hconres30-116","21321","21545 21110 21352 21554 29588 21198 21548 21707 21329 20340 21709 20322 20708 21172 20733 20748 15019 21909 21910 29587 21309 21915 15410 29710 29109 31101 21504 21529 29561 21917 29312 21715 21566 20941 21324 21922 20305 21928 29337 21369 21932 21339 21303 29573 21726 20712 15029 21728 21368 21340 20136 21530 21732 21938 20508 15612 20932 20119 29379 21344 21944 20122 21736 29729 20702 29776 20537 21761 21525 21947 29377 29903 21948 15616 21949 21950 15454 21951 20705 20920 21370 21955 20954 21741 29317 29346 20329 20902 29911 20104 21962 20321 21102 21963 21965 29768 21746 20762 21306 20310 21312 20927 21980 29378 20504 21538 20750 21983 21118 20723","2019","2"
"hconres31-116","21326","20959 21731 15431 21539","2019","2"
"hconres32-116","21539","21905 15603 21722 29375 29504 21342 21950 21953 29707 21973","2019","2"
"hconres33-116","21508","15019 20108 29312 21718 20305 21728 21739 21311","2019","2"
"hconres34-116","15603","21304 29588 21707 20708 21172 21907 20733 21711 21910 29710 31101 20959 21529 21917 21715 20749 21502 20305 21928 29337 21931 20519 29573 21726 20712 21728 21368 21730 21340 29778 21938 21940 29504 21313 15612 20932 20119 29379 21344 20122 29729 29776 21342 21761 21525 29377 21948 15616 21950 15454 21740 21951 31103 21315 21370 20954 21741 21540 21960 29317 20343 21762 29911 29134 20542 21746 20762 21968 21306 20310 20927 20934 29378 20504 21538 20750 21763 20723","2019","2"
"hconres35-116","21741","21358 21907 29778 21306","2019","2"
"hconres36-116","21507","21110 21352 21554 29339 29588 21706 21198 21548 21707 21308 21709 20757 21358 20955 21172 21907 21375 20733 20147 20748 20706 21910 21712 20108 21915 15410 29710 29109 31101 21916 21529 15603 29312 21715 21321 20941 21324 21502 21921 20305 21928 29337 21932 21339 21303 21726 39305 20712 21371 21728 20902 21730 20136 21530 29778 21940 21939 20508 29504 21313 15612 20932 20119 29379 20122 21736 29729 20702 29776 21342 20537 21761 21525 29377 29903 15616 21950 21740 31103 21315 20920 21370 15438 20954 21741 21540 21137 29317 29346 20343 20724 29911 20104 29707 20542 29768 20762 21747 21306 21312 21975 21508 21366 29378 20504 21538 20750 21118 20723","2019","2"
"hconres37-116","21348","21516 21902 21759 21706 21708 21709 20757 21907 20706 29587 29109 21715 21718 21523 21930 21514 21934 29375 21734 21557 29903 15616 21744 21965 29768 21360 21364 21984","2019","2"
"hconres38-116","29707","21702 21178 20518 20749 20932","2019","2"
"hconres39-116","29707","21702 20757 20322 21178 20518 20749 20932 20537 15124","2019","2"
"hconres4-116","21110","29550 21172 20748 15603 20305 29337 29573 29729 29776 21741 29707 14863 21118","2019","2"
"hconres40-116","21955","21545 21506 21703 21110 21352 21304 29588 21706 21198 21707 21308 21329 20340 21709 20757 21358 20322 21906 20708 20955 21172 21907 21375 20733 20147 20517 39301 20748 20952 21909 21910 21712 21912 29587 21309 29717 20108 29710 29109 31101 21713 21504 20959 29571 15603 21917 21715 21566 21918 21919 20749 21321 20941 21324 21502 21921 21922 21754 21723 20529 20305 21928 29337 21931 20519 21932 20907 21339 21303 29573 21726 39305 20712 15029 21140 21371 21335 21728 20902 21730 21340 20145 29908 21732 29778 21938 21940 15431 21507 29504 21313 15612 20932 29379 21344 20538 20122 21736 29729 29776 21342 20537 21761 21525 21947 21738 29377 29903 21948 15616 21949 21950 21951 29741 31103 20705 21315 21953 20920 21370 21954 15438 20954 21741 21540 21137 29346 20724 21762 29911 20104 21326 21962 20321 21963 29707 21964 20542 21965 29768 21746 20762 21972 21306 20310 21312 29368 20927 21975 20934 21508 21977 21365 29378 20504 21538 20750 21983 21763 21118","2019","2"
"hconres41-116","20759","21516 21903 21702 21708 20531 21564 21182 21165 21760 21514 21727 21561 20325 21515 20903 21188 21945 21753 21500 20909 20947 21544 21360 21317","2019","2"
"hconres42-116","20946","20952","2019","2"
"hconres43-116","21330","21358 21370","2019","2"
"hconres44-116","29379","NA","2019","2"
"hconres45-116","29106","NA","2019","2"
"hconres46-116","21172","20959 29573 21944 21947 21538","2019","2"
"hconres47-116","21551","21903 21759 21304 21554 21705 21198 21193 21906 21758 21919 20749 21924 21717 21187 21932 21933 39305 20508 29504 29393 21734 21753 20948 20705 20909 29707 21972 20934 21981 21360 21983","2019","2"
"hconres48-116","31103","21545 21352 20340 20147 39301 20941 21931 21339 29573 39305 20712 21371 21355 21554 21137 29346 39307 29368 21118","2019","2"
"hconres49-116","21504","20757 29717 29573 29778 29901 21118","2019","2"
"hconres5-116","29337","20757 29573 29729 20537 15616 29911 21963 20542 21538 21118","2019","2"
"hconres50-116","21550","21710 21128 21735 20530 21971 21974 21982 21984 21539","2019","2"
"hconres51-116","29504","NA","2019","2"
"hconres52-116","29588","21506 21703 21110 21554 21198 21548 21308 20322 20955 21907 21375 20733 20517 20748 20952 21711 20706 21712 21912 21309 21915 15410 29710 21916 21504 29571 15603 21917 29312 21715 20749 21324 20305 21928 29337 21369 20519 21932 20907 21726 21343 20712 21335 21728 21368 20902 21730 21340 20136 29908 21530 29778 21940 21939 15431 21507 29504 21313 15612 20538 29729 29776 21342 21761 21525 29377 29903 21948 15616 21949 21950 21740 21951 20705 21315 20920 21370 21955 15438 20954 21741 21960 29911 20104 21326 39307 29134 29707 29768 21746 20762 21747 21306 20310 29368 29901 21975 21978 29378 21538 20750 21118 20723","2019","2"
"hconres53-116","21538","NA","2019","2"
"hconres54-116","21970","21924 21162","2019","2"
"hconres55-116","20355","NA","2019","2"
"hconres56-116","21761","NA","2019","2"
"hconres57-116","21110","NA","2019","2"
"hconres58-116","21705","21522 29701 21516 21901 21700 21551 21702 21519 29760 21193 21510 21132 21708 21905 29550 21908 21758 20531 21328 21189 21174 21531 21750 21178 21182 21920 21719 21720 21751 21165 20962 21559 21927 21929 21139 21149 21760 21514 21935 20738 21936 21167 21561 20325 21128 21562 20704 20755 21757 21150 21515 20926 21734 21188 20535 21348 21945 21946 21526 21557 21753 20948 21500 21952 21356 20909 21549 21956 21192 14854 21959 21544 21961 21744 21123 14657 29718 21367 20946 21337 21543 21360 20138 21984 21317","2019","2"
"hconres59-116","21545","21110 21352 29588 21706 21198 21707 20340 20757 20708 21172 21907 20733 20147 20748 20952 29587 29717 21915 29109 21529 29561 21917 29312 21715 21566 21321 20941 20305 21928 29337 21931 21932 29573 21726 39305 20712 21371 21335 21728 29908 21530 21732 29778 21938 21313 21941 29379 21344 20122 29729 29776 20537 21761 21947 15616 21950 31103 21370 21955 15438 21741 21137 29346 20329 29911 20321 29134 21102 29768 21746 20762 21747 20310 21312 29368 21975 20934 21978 21314 21366 29378 20504 21538 21763","2019","2"
"hconres6-116","20703","21551 21132 21760 21757 21946 21373","2019","2"
"hconres60-116","20538","21703 21705 20757 20501 29717 15410 21718 21353 29375 29379 15616 15438 21741 29911 39307 21102 21965 29901 20504 21538","2019","2"
"hconres61-116","21526","21704 21142 21737","2019","2"
"hconres62-116","20521","21960","2019","2"
"hconres63-116","15603","NA","2019","2"
"hconres64-116","20538","21703 20344 29379 15616 21370 15438 21741 29911 21102 21965 29901 21976 21538","2019","2"
"hconres65-116","21504","21506 21703 21110 21304 29588 21198 21308 21709 21358 20322 21906 20955 21907 20733 20517 20748 21711 20501 20706 21909 21309 29717 20108 21915 31101 15603 29312 21715 21566 20749 21324 20958 21921 21754 21928 29337 20519 21932 20907 21303 21726 21335 21728 21372 21368 29908 29778 21939 21507 20508 29504 21313 20538 20702 29776 21342 20537 29377 29903 21948 15616 21740 20705 21315 20920 21370 21954 20954 21741 21960 29317 21311 20329 29346 20343 20104 39307 29134 21963 29707 20542 29768 21746 20762 21747 21306 20310 21312 29901 21508 21314 29106 20750","2019","2"
"hconres66-116","29337","20709","2019","2"
"hconres67-116","15431","20305 29573 29729 15616 29768","2019","2"
"hconres68-116","21540","21900 21196 21333 21304 21704 21904 21331 21308 21510 21132 20355 21329 21376 29323 21709 21358 20322 21906 21375 20344 15019 21711 20501 21909 21910 21712 20533 21755 21309 20108 21915 15410 21504 21529 21917 29312 21717 21718 21182 21720 21924 21722 21925 20962 21559 21149 21760 21187 21514 20519 20907 21349 21933 21934 21142 21343 21162 20738 21353 21542 21140 21985 21167 21335 21368 21937 29769 29375 21730 21340 21731 21302 21757 20508 21150 21941 20119 29379 21344 21734 21735 29729 20535 21348 29776 21342 21945 21557 21761 21525 21738 21556 21753 21739 21740 21951 21356 21315 21953 20954 21956 21137 20947 21958 21960 20902 21326 21105 20321 14657 21964 21965 29768 21745 21746 21966 21969 21541 21970 21971 21972 21163 21747 21111 20934 21976 21978 20342 21980 21543 21116 20750 21563 21763 21539","2019","2"
"hconres69-116","29588","21198 15410 20944 29932","2019","2"
"hconres7-116","21317","21523 29337 21724 29546 21737 21557","2019","2"
"hconres70-116","21324","NA","2019","2"
"hconres71-116","29337","21902 29588 21198 20709 20757 21358 21906 20708 29550 21172 20748 20952 29717 15410 21529 21917 21718 20305 29573 21726 39305 21353 15029 29375 21732 20508 20119 20702 20537 29903 21948 15616 21740 20920 20909 21741 20329 21744 29911 29134 29707 20542 29768 14863 21746 21163 21747 21306 29901 20927 21980 21981 21763 20723 21539","2019","2"
"hconres72-116","21922","NA","2019","2"
"hconres73-116","29729","29317 29910 20756","2019","2"
"hconres74-116","21948","20322 21910 21914 21928 20902 29778 21939 21947 15616 21953 21958 21960 21762 21962 21963 21968 21975 21979","2019","2"
"hconres75-116","15612","NA","2019","2"
"hconres76-116","21947","21703 21709 21362 21711 21309 21715 21502 21921 20305 29903 21746 20310 21976 21977 21314 21366 29378","2019","2"
"hconres77-116","21324","NA","2019","2"
"hconres78-116","29778","NA","2019","2"
"hconres79-116","21711","21522 21358 21139 21562 20136 20508 29127 14863 21337 21351","2019","2"
"hconres8-116","20947","21304 21132 21139 21557 15616 21311 21962 21978 21351","2019","2"
"hconres80-116","21931","21172 20706 29109 20907 20136 29908 21938 31103 14066","2019","2"
"hconres81-116","15612","NA","2019","2"
"hconres82-116","15612","NA","2019","2"
"hconres83-116","21965","21545 21900 21703 21352 21304 21554 29339 29588 21706 21198 21548 21707 21308 20340 20757 21358 20322 21906 20708 21362 20955 21172 21907 21375 20733 20147 20517 20748 20952 15019 21711 20706 21909 21912 21309 29717 20108 21915 15410 29710 29109 31101 21504 20959 21529 29561 15603 21917 29312 21715 21566 20749 21321 21324 21502 20958 21921 21922 20529 20305 21928 21930 29337 20519 20907 21934 21303 29573 21726 21343 39305 20712 15029 21140 21335 21728 21372 21368 21937 29769 20902 21340 20136 20145 29908 29778 21940 21939 15431 21507 20720 29504 21313 15612 20932 20119 21942 29379 20538 20122 21736 29729 20702 29776 21342 21761 21525 21947 29903 15616 21948 21536 15616 21949 21950 21740 21951 29741 20920 21370 21954 21955 15438 21741 21540 29317 20329 20343 20724 21762 29911 20104 21326 20944 39307 29134 21963 29707 21964 20542 29768 21746 21966 20762 21968 21747 20310 21312 29901 21975 20934 21977 21978 29378 15124 29106 21538 20750 21983 21763 21118 20723","2020","2"
"hconres84-116","29778","29588 21358 21172 21914 20108 21529 20305 21928 29337 21728 21368 21507 21313 21344 15616 21951 29911 20310 21312","2020","2"
"hconres85-116","21735","20758 20708 21712 21713 21714 29337 21732 20909 21746 21967 21981 20504 21116 21118 21317","2020","2"
"hconres86-116","14873","NA","2020","2"
"hconres87-116","21326","20959 21731 15431 21539","2020","2"
"hconres88-116","21928","29588 29109 20305 21728 29778 20122 20920 21370","2020","2"
"hconres89-116","21529","20322 15410 29710 20749 21324 20305 21928 21303 21335 21340 20122 21736 29729 21947 29903 21740 20920 21370 20927 29378","2020","2"
"hconres9-116","14873","NA","2019","2"
"hconres90-116","20927","21348","2020","2"
"hconres91-116","21507","NA","2020","2"
"hconres92-116","29504","NA","2020","2"
"hconres93-116","21706","NA","2020","2"
"hconres94-116","21981","20758 20708 21712 21713 20959 20316 21321 29337 21732 21735 21947 21738 20909 21744 21963 21746 21967 20504 21118","2020","2"
"hconres95-116","21340","21701 21110 21149","2020","2"
"hconres96-116","14873","21554 21707 20952 15616 21741 21978 21983","2020","2"
"hconres97-116","21333","21516 21700 21551 21701 21759 21702 21704 21705 20758 20357 21519 21708 21905 21376 29323 21513 21710 20531 21911 21564 21328 21179 20316 21174 21714 21531 21717 21182 20518 20521 21920 21751 21165 21924 21926 21927 20916 21929 21139 21149 21724 21349 21142 21727 21936 21731 20755 21757 21515 21735 21945 21526 21753 21148 21500 21559 21101 21957 20947 14854 21544 20759 21967 21541 21971 21367 21163 21974 21111 21980 21337 21543 21330 21981 21982 21360 21351 21563 21364 20138 20756 21539","2020","2"
"hconres98-116","15603","21304 29588 21198 21548 21707 20757 20708 21172 21907 21375 20733 21909 21910 21912 20108 21915 31101 21529 21917 21715 21918 20749 21502 21922 20305 21928 29337 21931 21369 20519 21339 21726 39305 20712 21728 21368 21730 21340 21530 29778 21938 21940 29504 21313 15612 20932 20119 29379 20122 29729 21342 21525 29377 21948 15616 21949 21950 15454 21740 21951 21315 21370 20954 21741 21540 21960 29317 20343 21762 29911 20104 29134 20542 21746 20762 21968 21747 21306 20310 21312 20927 21975 20934 21314 29378 21538 20750 21983 21118","2020","2"
"hconres99-116","29109","29375","2020","2"
"hjres1-116","15612","NA","2019","2"
"hjres10-116","21718","21720","2019","2"
"hjres100-116","21950","NA","2020","2"
"hjres101-116","21950","NA","2020","2"
"hjres102-116","21950","NA","2020","2"
"hjres103-116","21950","NA","2020","2"
"hjres104-116","20147","21703 21110 20757 21375 20733 29717 21917 20749 21922 20305 21928 29337 20145 20537 21137 20724 21966 21978 21365 21118","2020","2"
"hjres105-116","21554","20952 15616 21983","2020","2"
"hjres106-116","21957","NA","2020","2"
"hjres107-116","15612","NA","2020","2"
"hjres108-116","21143","NA","2020","2"
"hjres109-116","21143","NA","2020","2"
"hjres11-116","21718","21720","2019","2"
"hjres110-116","15612","NA","2020","2"
"hjres12-116","21718","21720 21725 21539","2019","2"
"hjres13-116","20529","NA","2019","2"
"hjres14-116","21725","21986","2019","2"
"hjres15-116","21170","NA","2019","2"
"hjres16-116","21170","21725","2019","2"
"hjres17-116","20122","21950 21370","2019","2"
"hjres18-116","21753","21701 21704 21705 21755 21103 21760 21142 21936 20755 21757 21348 20948 20909 20944 20946 21974 21981 20756","2019","2"
"hjres19-116","21753","NA","2019","2"
"hjres2-116","20959","21545 21506 21900 21902 21703 21110 21352 21304 21554 29339 29588 21706 21198 21548 21904 21707 21308 21329 20340 21709 20757 21358 20322 21906 20708 21362 20955 21172 21907 21375 20733 20147 20517 39301 20748 20952 15019 21711 20706 21909 21910 21712 21912 29587 21913 21914 29717 20108 21915 15410 29710 29109 31101 21916 21713 21504 21529 29561 15603 21917 29312 21715 21566 21918 20749 21321 20941 21324 21502 20958 21921 21922 21923 21754 21723 20529 20305 21928 21930 29337 21931 21369 20519 21932 20907 21933 21934 14873 21303 29573 21726 21343 20712 15029 21542 21140 21371 21335 21728 21372 21368 21937 29769 20902 21730 21340 21756 20136 20145 29908 21530 21732 29778 21938 21940 21939 21507 20720 29504 21313 15612 20932 21941 20119 21942 29379 21344 20538 21943 21944 20122 21736 29729 20702 29776 21342 20537 21761 21525 21947 21738 29377 29903 21948 21536 15616 21739 21949 21950 15454 21740 21951 29741 31103 20705 21315 29127 21953 20920 21370 21954 21955 15438 20954 21741 21540 21137 21958 21960 29317 21311 20329 29346 20343 20724 21762 29911 20104 21326 20944 21962 20321 39307 29134 21102 21963 29707 21964 20542 21965 29768 21746 21966 20762 21968 21972 21747 21306 20310 21312 29901 20927 21975 20934 21976 21508 21977 21978 21979 21980 21314 21365 29378 20504 29106 21538 20750 21983 21763 21118 20723","2019","2"
"hjres20-116","21742","21516 21701 21705 21986 21193 21510 21708 21905 21376 29550 21758 21323 21565 21911 21913 21564 21174 21920 21719 21751 21925 21926 21957 21760 21725 21346 21985 21727 21936 21985 21562 21757 29393 21734 31102 21735 21348 21945 21557 21987 21753 21500 21356 21549 21956 21957 21961 21105 21967 21971 21977 21337 21543 21982 21984 21539","2019","2"
"hjres21-116","20944","NA","2019","2"
"hjres22-116","29550","21522 21516 21196 21700 21701 20758 29323 20344 21565 20531 21531 21182 21191 20916 21760 21187 21724 21503 21346 21936 21985 20325 21731 20755 21757 21737 21556 20948 21148 21359 20947 29910 20729 21745 21967 21971 21973 21974 21111 20342 20725","2019","2"
"hjres23-116","21342","29588 29337 29729 21525 21949 21950 21955 29911 21975","2019","2"
"hjres24-116","21554","20329","2019","2"
"hjres25-116","21376","21333 21725 21753 21967","2019","2"
"hjres26-116","21170","NA","2019","2"
"hjres27-116","15612","NA","2019","2"
"hjres28-116","15612","NA","2019","2"
"hjres29-116","21349","21986 21725 21539","2019","2"
"hjres3-116","29573","NA","2019","2"
"hjres30-116","14873","NA","2019","2"
"hjres31-116","29317","NA","2019","2"
"hjres32-116","20357","21755 20926 20535 21753 29127 21367","2019","2"
"hjres33-116","20723","21548 20748 20750","2019","2"
"hjres34-116","21564","21193 21708 29550 20344 21179 21165 20738 21557 21163 20342 21317","2019","2"
"hjres35-116","29379","21545 21506 21703 21352 21304 21554 29588 21706 21198 21548 21904 21707 21308 21329 20340 21709 21358 20322 21906 20708 20955 21172 21907 21375 20733 20147 20517 20748 20952 15019 21711 21910 21712 21912 29587 29717 20108 21915 15410 29710 29109 31101 21713 21504 20959 21529 29571 15603 29312 21715 21919 20749 21321 20941 21502 20958 21921 21923 21754 21722 21723 20529 20305 21928 29337 21931 21369 20519 21932 20907 21339 14873 21303 29573 21726 21343 20712 15029 21371 21335 21728 21372 21368 20902 21730 21340 20136 21530 21732 29778 21938 21940 21507 20508 20720 29504 21313 15612 20932 21941 20119 21942 21344 20538 20122 21736 29729 20702 29776 21342 20537 21761 21525 21947 29903 21536 15616 21739 21949 21950 15454 29741 31103 20705 21315 29127 21953 20920 21370 21954 21955 15438 20954 21741 21101 21540 21960 29317 20329 29346 20343 20724 21762 29911 20104 21326 20944 21962 39307 29134 21963 29707 20542 21965 29768 21746 21966 20762 21972 21747 21306 20310 21312 20927 21975 20934 21976 21508 21979 21980 21314 29378 20504 29106 21538 20750 21983 21763 21118 20723","2019","2"
"hjres36-116","21702","21551 21708 29323 21174 21149 20738 20325 21302 20704 21757 20903 21348 21557 20948 20909 20725 21982 21984 21317","2019","2"
"hjres37-116","21728","21110 21705 29588 21706 21198 21707 21510 21709 21358 21362 20955 21172 21907 21375 20733 20748 20952 15019 20501 20706 21909 21912 29717 15410 29710 31101 20959 21529 29571 15603 29312 21715 21324 21502 20958 21923 21754 20305 29337 20907 14873 21303 21726 39305 29546 21335 21372 21730 29778 21940 21939 21507 20508 20720 21313 15612 20932 29379 20122 29729 20537 21525 29903 21948 15616 21949 21950 21740 20920 21370 21954 21955 20954 21741 21540 21958 20329 29346 20724 29911 20104 29134 21964 29768 20310 20927 21975 20934 21978 29378 29106 21538 20750 21763 21118 20723","2019","2"
