"bill_id","sponsor_icpsr","cosponsors_icpsr","year","chamber"
"hconres132-114","21316","29777 29328 20340 21172 20748 10713 29109 21529 21325 20727 39304 20305 29337 20129 29573 21343 15029 21140 21372 21368 20902 21530 29504 29729 20537 21525 21319 29903 14263 21315 21370 20904 20310 29525 21312 29368 29901 20934 20754 20330 21314 21365 20504 21538","2016","2"
"hconres133-114","20110","21341","2016","2"
"hconres134-114","29778","20340 20955 20305 29763 20103","2016","2"
"hconres135-114","20357","NA","2016","2"
"hconres136-114","21103","21522 21551 20514 21193 21376 21513 20918 20304 20925 21561 21148 21500 21192 21360","2016","2"
"hconres137-114","31103","21355","2016","2"
"hconres138-114","39308","21554 21553 21555 20952 20143 21191 21186 21185 39307 20756","2016","2"
"hconres139-114","14854","NA","2016","2"
"hconres14-114","29375","21352 20147 20748 10713 20305 20103 21530 29776 29903 31103 13035 20321 29368 29106","2015","2"
"hconres140-114","21164","21522 21506 21196 21152 21551 21171 21333 15085 21141 21304 21527 20357 21180 20351 21519 20514 21553 21193 21331 20709 21132 20355 21329 21376 29323 29919 21113 29550 20949 21375 21319 20906 20344 15019 21547 21350 20533 20139 21512 21564 15410 21504 21127 21189 21159 21181 20524 21178 21182 20518 21165 21156 20962 21152 21157 20925 21151 21187 20907 21349 20963 20129 21343 20915 21162 29546 20738 21353 21542 21140 21167 21335 21368 29769 29375 20325 21128 21340 21562 20929 29908 20755 20508 21515 29393 20926 20119 21344 20532 21170 20903 29729 21188 20535 21348 21168 29776 21332 21526 21557 21525 21355 21176 21319 20346 20353 21556 21177 21361 21148 21500 29741 20337 21315 21524 20909 20954 21101 20536 21190 21540 21359 20947 21131 15634 20715 21544 29321 29500 29565 21123 14657 29718 21300 29768 20729 21541 21163 21100 20946 29901 20130 21111 21508 20754 20342 15446 21307 29932 21543 21116 20750 21351 21563 20138 21108 21135 21317 14066 21539","2016","2"
"hconres141-114","21188","21516 21352 20758 29339 29760 29777 21354 20757 21513 20147 10713 21350 20139 29561 21156 20962 20529 21191 20925 29337 21514 29573 21558 39305 20712 29546 21561 15033 15431 21313 20122 20110 15616 20948 21148 15454 21315 21136 20505 13035 29346 21123 20321 29759 15444 29368 21365 21538 21364","2016","2"
"hconres142-114","29316","21506 21516 21352 21308 21513 20955 21309 29710 21502 21152 21195 29337 21151 21505 20136 29778 15033 29504 21313 20703 29903 15448 20705 20904 29317 29321 21311 20104 21123 29759 21300 21306 20310 21312 20130 20927 20506","2016","2"
"hconres143-114","21507","21554 29588 21358 21375 20952 21504 20727 20305 20103 21303 21140 20136 29778 29504 29729 21370 20904 13035 29911 20750","2016","2"
"hconres144-114","20946","29339 21198 15410 21189 39308 21368 14263 20301 20944 21111 20750 21563","2016","2"
"hconres145-114","20103","20955 21504 20305 29573 39305 15613 15616 20947 21544 20343 20329 20724 15444 21312 20750","2016","2"
"hconres146-114","29760","21180 21520 20514 20709 20531 21127 21182 20527 20352 21503 21349 20915 29143 21167 29375 20704 20532 20903 20522 20535 21168 21177 20307 20924 20505 21101 20536 21164 21359 21131 15634 20715 20759 20134 20729 21373 29572 20130 21133","2016","2"
"hconres147-114","21191","NA","2016","2"
"hconres148-114","29759","21522 29701 21516 21551 21527 20357 20351 20514 21553 21510 20355 21376 20344 21323 20531 21305 21106 20111 21328 21109 21179 21531 21184 20918 21182 20521 20304 29541 21165 21156 20527 21175 20124 21152 20925 21149 21514 21349 21346 21129 20963 21550 20107 21162 29143 21353 21167 20333 21125 21302 20755 21515 20926 20953 20532 21348 29331 20331 20110 21557 21556 20307 20948 21148 21500 20337 20528 20909 21549 21164 21190 21185 21131 20910 21117 21357 21544 21546 29500 29718 29910 15445 21367 21100 20946 21307 20725 29932 21543 21509 21116 29525 21317 21521 14066 21749","2016","2"
"hconres149-114","29375","21198 21180 21376 20757 20748 21345 21555 20501 21309 29109 21560 20524 21156 20305 21157 29337 21186 20129 29573 21343 39305 29546 21353 21542 21368 20145 20720 29379 21344 20122 15613 21188 20331 20110 21557 29377 21556 15616 29741 20954 21540 21131 21300 21306 20946 20927 21337 21539","2016","2"
"hconres15-114","20929","29541","2015","2"
"hconres150-114","20528","29379","2016","2"
"hconres151-114","21560","20518 21139 21176","2016","2"
"hconres152-114","20518","29701 21555 21560 20304 21139 20508 29752 29911 14863 21314 20756","2016","2"
"hconres153-114","20941","21545 21352 29588 20340 20955 21172 20748 10713 29587 29717 20727 20529 20305 29348 29337 29763 20103 29573 20712 15029 20145 29778 21507 20720 29729 29776 20537 15616 31103 20920 13035 21137 29346 20343 29911 20321 29134 21102 15444 29368 21365 21538","2016","2"
"hconres154-114","15029","NA","2016","2"
"hconres155-114","21101","21545 29701 21196 21171 21333 21527 21180 20351 21520 21198 21519 21553 21354 21331 21308 21132 21329 21376 21113 21358 21172 21345 10713 20501 21547 20706 21512 21309 29717 15410 31101 21109 20526 21179 21529 21325 21531 20524 20749 21156 21103 20124 39304 21559 21152 20916 21157 21152 20519 20103 21142 21129 21558 21319 21353 15029 21542 21167 21561 21335 21372 21368 29375 21562 20136 29908 21507 29539 20720 15612 29393 20122 29729 21168 21332 21525 21176 20346 14263 15616 20307 21148 29127 20920 21370 21524 20536 21164 20947 14854 20910 21117 21357 20343 21123 29759 21300 15444 21541 21306 20946 21111 21508 21365 15124 21337 21543 21330 21538 21116 20723 21539","2016","2"
"hconres156-114","21117","21139 21546","2016","2"
"hconres157-114","29337","NA","2016","2"
"hconres158-114","15431","29729","2016","2"
"hconres159-114","20530","29777 29919 29550 20955 21172 20147 20906 20748 21555 21305 21334 21504 15603 21184 20958 39304 21559 20519 29573 21343 21353 21140 21335 15431 21313 20926 21341 21170 20903 29729 21348 15616 20948 20705 21315 21347 20528 15621 15634 29321 29759 29707 20542 21111 21360 21122 21317 14066","2016","2"
"hconres16-114","21352","29339 20733 20147 20529 20305 15616 13035 29346 20321","2015","2"
"hconres160-114","15431","21545 21110 21352 29316 29339 29588 21198 21548 29777 29328 20340 29919 20757 21513 21358 20708 20955 21375 20733 20147 20517 39301 20748 21323 10713 20706 29925 29587 21309 29717 20108 21334 21504 20959 21529 21325 20763 15603 20749 21321 20941 21324 20958 20962 20529 20305 29348 21195 29337 21369 20907 20103 14873 20129 29573 21343 39305 20712 15029 21140 21371 21372 20902 20136 20145 29908 21530 29778 20720 21515 21313 15612 20932 29379 21344 20538 20122 29729 20702 29776 20537 21525 21319 29377 15616 21536 15616 29741 31103 15448 21315 20920 21554 21370 20954 13035 21137 20343 29911 20944 20321 39307 29134 21102 21300 15444 29768 21306 20310 29901 20927 20934 21508 20754 20330 21314 21365 20504 21538 21118 20723","2016","2"
"hconres161-114","21541","20758 21308 20706 29109 21318 21156 20907 20103 21162 29546 21368 20929 29908 21540 21117 21312 21307 20726 21317","2016","2"
"hconres162-114","29379","20758 29729 31103 20927","2016","2"
"hconres163-114","21182","NA","2016","2"
"hconres164-114","21365","20733 21507 21370 21102 21538","2016","2"
"hconres165-114","29321","21193 20949 21172 21309 20959 20316 15603 21321 21503 21346 15612 21342 21525 21131 15634 29707 21300","2016","2"
"hconres166-114","21332","NA","2016","2"
"hconres167-114","29316","21506 21110 21308 20955 20501 21309 21195 21507 21313 29903 29317 21311 20104 29707 20310 21312 21508 29106","2016","2"
"hconres168-114","39305","21180 29328 21308 21510 20757 20748 21529 20763 20529 20305 29337 29573 29546 29908 29778 21313 29776 29741 20536 21307 20726","2016","2"
"hconres169-114","21562","21152 20357 21519 21548 21376 21319 20906 15019 20501 21512 21328 21109 21127 21156 21191 21303 21129 20107 29769 21128 20508 21332 21526 21525 21315 21101 21164 20910 20715 21544 21300 21541 21163 29572 15446 21307 21314 20726 21135 21521","2016","2"
"hconres17-114","20531","21522 21545 21516 21196 21152 21551 21171 21333 15085 21352 21141 20758 29339 21520 21180 21519 20514 29760 21354 21193 21331 29328 20709 21510 21132 21329 20340 21376 29323 29919 21113 20757 21513 20708 29550 21375 20147 20906 20344 21345 21565 21305 20706 21350 21106 20111 20533 20139 29587 21512 21328 15410 21334 20526 21560 21189 21174 15455 21159 21531 21184 29559 20524 20918 21182 20518 20521 29541 20336 21165 21156 21103 21175 29762 20124 20962 20529 39304 21559 21152 20916 21157 21152 20925 21139 21149 29337 21151 21187 21514 21503 29763 21346 21134 21129 21550 21186 21558 20915 21162 21319 29546 20738 21353 15029 21542 21140 21561 21368 29769 21128 20902 20333 21505 21340 21562 21302 20704 20929 20755 29539 20720 21150 21515 29393 20926 21341 20932 20953 20119 20532 31102 20522 21188 20535 21501 21348 29776 21332 29331 20331 20110 21557 21525 21355 21176 20353 21556 21177 20307 21361 20948 21148 15454 29741 20924 20337 21115 21347 29752 21554 20528 21136 20909 21559 13035 21164 21190 21359 21185 21192 14854 20301 21131 15634 20715 21117 21544 29321 21546 29939 20343 29500 20724 20944 21105 21123 20321 29759 21102 29718 20134 29910 21300 20542 20729 14863 21373 21541 21367 21163 21100 20946 20130 21111 20342 15446 21307 21365 21366 15124 21337 20725 29932 21543 21330 20726 21360 21351 21563 20506 29525 21364 21118 20138 20756 21108 20723 21135 21521 14066 21133 21749","2015","2"
"hconres170-114","21317","20944","2016","2"
"hconres171-114","21324","21519 20733 21191 20305 21124 29337 21368 29539 21313 29729 20948 20705 29317 20762 21314","2016","2"
"hconres172-114","20756","29762 39304 29729 29317","2016","2"
"hconres173-114","39305","NA","2016","2"
"hconres174-114","20929","NA","2016","2"
"hconres175-114","20508","29701 21193 29377","2016","2"
"hconres176-114","29500","15085 21527 21180 21513 20955 20517 21309 21325 21324 21151 20103 21170 21315 15621 20330","2016","2"
"hconres177-114","29778","21545 21110 21172 20733 20748 20959 20727 29573 21371 29741 15438 29317 20542 20762 21312 20504 21118","2016","2"
"hconres178-114","20750","20305 29776 20343 29911 29378","2016","2"
"hconres179-114","29572","NA","2016","2"
"hconres18-114","20321","21545 29339 29328 20757 20955 20733 20706 20727 21316 29559 20305 29337 21343 21372 29778 21313 21344 29729 29776 21342 20537 15616 21361 21554 21559 13035 29346 29134 21365 21118","2015","2"
"hconres180-114","29346","NA","2016","2"
"hconres181-114","15634","NA","2016","2"
"hconres182-114","21558","21188 21557","2016","2"
"hconres183-114","20134","NA","2016","2"
"hconres19-114","20924","21152 21333 21352 21527 21180 20514 21331 20709 21329 29774 21358 20517 20906 21555 20952 20501 21547 21350 29925 29717 21328 15410 31101 21179 21127 29561 21189 15455 20727 21531 20524 20143 20518 20304 21559 21369 21349 21346 21142 21129 20915 21162 21319 15029 21167 29769 29375 20325 21128 21562 29908 15033 15431 20508 20926 20953 20532 20122 29729 20535 21168 21526 20537 20346 15616 20353 21177 14263 20307 29741 20705 29127 21347 21370 20904 20954 21101 20536 21164 21190 20947 21131 20715 21357 20343 29911 14657 29759 29707 29718 14863 21373 21163 20946 29901 20130 21111 21307 21337 20725 21330 20726 20506 21521 21133","2015","2"
"hconres2-114","20529","21110 29339 29328 20340 20757 20733 39301 10713 20763 20941 29337 29573 21343 39305 20712 29778 15431 20537 15616 21554 13035 21137 39307 29368 21365 21118","2015","2"
"hconres20-114","21317","20111 21321 29337 21346 29546 21526 21557 20528 20910 20944 29572 21118","2015","2"
"hconres21-114","14873","21554 21555 20952 21334 20763 15616 20330","2015","2"
"hconres22-114","20948","NA","2015","2"
"hconres23-114","21352","21545 21506 21152 21110 29316 29339 29588 21198 21548 29777 29328 21308 21510 21329 20340 21376 29774 29919 21113 20757 21358 20708 21362 29550 20955 21172 21375 20733 21319 20147 20517 39301 20748 20952 10713 15019 20501 20706 29925 29587 21309 29717 20108 21334 29109 21504 21529 29571 29561 20763 20727 15603 29312 21316 29313 29559 21321 20941 20958 21156 21152 20529 39304 20305 29348 21195 21157 29337 21369 20519 20103 14873 21550 20129 29573 21343 21162 39305 20712 21353 15029 21140 21371 29769 21340 20145 29908 20755 21530 29778 15033 21507 29504 21313 15612 21341 20932 29379 21344 20538 20122 29729 20702 29776 21342 20537 21319 29377 29903 15616 14263 21536 15616 15454 31103 15448 20920 29752 21554 21370 15438 13035 21164 21540 21137 20910 29317 21311 29346 20343 29709 20724 29911 20104 20321 39307 21102 29707 21300 20542 15444 29768 20762 21541 21367 21163 21306 20310 29525 29368 29901 20130 20927 20934 21508 20342 20330 21314 21365 20726 20504 29106 21538 20750 21351 21563 21118 20723","2015","2"
"hconres24-114","21167","21548 21331 20757 20524 21139 29573 15029 29375 21507 29729 21168 15616 20528 21549 15124 20725 21330 21133","2015","2"
"hconres25-114","21171","20757","2015","2"
"hconres26-114","21103","21354 21193 21513 21350 20139 21174 20962 20925 21514 29546 21561 21515 20953 21556 21148 29500 21105 21123 15445 20506 20138 21122 14066 21749","2015","2"
"hconres27-114","20505","NA","2015","2"
"hconres28-114","21176","21551 20758 21527 21193 20355 21376 21513 20356 29550 21555 15455 21159 20304 21103 20962 21191 20352 21514 21129 21186 20915 29143 21125 21552 20532 20353 21115 20948 21347 21524 21136 20715 29500 21105 29759 15445 21163 21528 21360 20506 21749","2015","2"
"hconres29-114","29778","20727 29504","2015","2"
"hconres3-114","29573","NA","2015","2"
"hconres30-114","20946","21172 31101 20925 21303 29546 21340 29393 21341 21177 29127 20330 20726","2015","2"
"hconres31-114","21328","NA","2015","2"
"hconres32-114","21328","NA","2015","2"
"hconres33-114","21190","21152 20357 21520 20514 21329 20955 20906 20748 21350 21512 21334 21109 15455 21316 21184 20527 21191 21559 21157 21542 21302 20704 20508 29539 21150 21188 21348 21332 21557 21176 29903 20329 20944 21111 21543 20726 21364 20756 21749","2015","2"
"hconres34-114","29143","NA","2015","2"
"hconres35-114","21321","21545 21110 21352 21304 21554 29588 21198 21180 21548 29777 29328 21308 21329 29774 21113 20757 21358 20708 21362 20955 21172 21375 20733 20748 20952 10713 15019 20501 21309 20108 29710 21334 29109 31101 21529 20763 29312 21316 29313 20749 20941 21324 21502 20958 20529 20305 21195 29337 20519 29763 20103 21303 20129 29573 20712 15029 21140 21371 21335 21372 21368 29769 20902 21340 20136 21530 29778 15033 15431 21507 20720 29504 21313 15612 21341 20119 29379 21344 20538 20122 15613 29729 20702 29776 21342 20537 21319 14263 15616 21361 31103 20705 21315 20920 21370 20904 15438 20954 13035 29317 29346 20343 29709 20724 29911 20104 39307 29134 21102 29707 21300 15444 29768 20762 20310 29525 21312 29901 20927 20934 21508 20754 20330 21314 20504 21538 20750 21118 20723","2015","2"
"hconres36-114","20762","21110 21554 29588 21308 20108 31101 20959 20727 21316 29313 20305 29348 20519 20103 21303 21372 29778 21507 21313 29379 21344 20122 15613 21319 29377 29903 21536 15616 21315 21370 20904 20954 21311 29911 20104 29707 20542 29768 21312 20754 29378 20750 21118","2015","2"
"hconres37-114","21316","21352 21172 20706 29109 20907 20136 29908","2015","2"
"hconres38-114","15603","29588 21548 29774 20757 21172 20748 10713 20108 29710 31101 20959 21529 29561 29313 21502 20908 20305 29348 29337 21369 20519 20103 20129 29573 20712 21140 21368 21340 21530 29778 15431 21507 20720 29504 21313 21344 20122 21319 29377 15616 15616 21315 21370 20904 15438 20954 13035 21540 29911 20104 29134 29707 21300 20542 20762 20310 29525 21312 20927 20934 20754 20330 21314 20504 21538 21118","2015","2"
"hconres39-114","21508","21545 21506 20108 21504 29312 20305 20902 21530 29504 29903 31103 21540 21311 21538","2015","2"
"hconres4-114","20110","NA","2015","2"
"hconres40-114","13035","21152 21110 29316 21554 29588 21180 29760 29777 29328 21308 21329 29323 29919 20757 21358 29550 20955 21172 21375 20733 20147 20906 20748 21555 20952 10713 21305 15019 20501 21350 29925 21309 29717 21334 29109 21109 21504 20959 21127 21560 21325 20763 20727 15603 29312 21184 29559 20518 20749 21321 20304 21324 21502 21156 20908 20529 20305 20916 29348 21195 21157 29337 21369 21151 20519 20103 21129 20129 29573 21343 39305 20712 29143 15029 21140 21167 21371 21372 21368 29375 21128 20136 20145 29908 21530 29778 15033 15431 21507 20508 29504 20119 29379 21344 21170 20538 20530 20122 15613 29729 29776 21342 20110 20537 29903 14263 15616 21361 15454 29741 21315 21115 21554 21370 20528 21559 21540 14854 15621 20715 29317 29321 29346 20343 20329 29500 29709 29911 20104 21105 39307 29134 21102 29707 20542 15444 29768 14863 20762 21367 21306 20310 21312 29368 20934 20330 21365 29378 21509 20504 29106 21360 29525 21118 21122 20723 14066","2015","2"
"hconres41-114","21195","21506 21110 20708 20748 15019 20108 21504 20959 20727 29313 21502 20305 20712 21372 29778 15431 21507 20720 29504 15613 29776 29377 20920 20904 13035 29911 21365","2015","2"
"hconres42-114","21171","NA","2015","2"
"hconres43-114","21171","29777 20757 20331","2015","2"
"hconres44-114","20108","20963 21315 21314","2015","2"
"hconres45-114","21141","21529 21142 21530 15033 20331 21526 21528 20725","2015","2"
"hconres46-114","29752","NA","2015","2"
"hconres47-114","20528","NA","2015","2"
"hconres48-114","20110","29328","2015","2"
"hconres49-114","21323","21516 21333 29339 21180 20514 21354 21331 21510 20355 21376 21513 21319 20344 21555 21179 21127 21174 21316 21178 20918 20518 20304 21502 21103 21523 20962 21559 21149 21187 21514 21129 20107 21162 20712 21319 21128 21505 20929 29908 15431 21507 21515 20953 21170 20535 21348 29331 20331 20110 21355 20353 21148 20337 21356 21315 29752 21524 20505 21185 21192 14854 21357 21123 20321 14657 29134 29759 29910 14863 21373 21541 21367 21100 29932 21543 21330 21351 20506 21122 21317 21749","2015","2"
"hconres5-114","29323","NA","2015","2"
"hconres50-114","21140","21180 20514 29919 21113 21375 10713 21350 21334 20959 21127 21560 21159 21316 20918 20518 21324 21502 21156 21559 21152 20916 20519 20103 20963 20129 29143 29546 15029 21335 21372 21340 29908 21344 20530 15613 29729 15616 20353 21315 29127 20920 21559 13035 29346 21546 29911 21306 29901 21314 29378 20726 14066","2015","2"
"hconres51-114","21539","21172 21560 15603 29337 20129 29375 21128 29504 29729 21342 21356 21540 15444 14863","2015","2"
"hconres52-114","21321","NA","2015","2"
"hconres53-114","21321","21180 21548 29328 21358 21172 20748 10713 21547 21512 20959 21316 20305 29337 20129 21162 21319 29546 21368 29375 21505 20136 21530 15431 20720 21313 15612 29729 21501 29776 20110 21319 13035 15634 20329 29134 20134 21312 21317","2015","2"
"hconres54-114","20331","NA","2015","2"
"hconres55-114","29729","21195 29546 29778 13035 29134","2015","2"
"hconres56-114","20946","21522 21516 21196 21171 21519 21354 21358 20344 21555 20952 21547 21350 21328 20526 21318 21316 20524 20143 21156 21523 39304 20925 21349 21346 21129 29143 29546 21167 20325 21128 21302 20929 20926 21170 20110 20337 21356 21347 20528 20909 21101 20536 21164 20910 21544 20134 14863 20725 20726 20138","2015","2"
"hconres57-114","31103","29316 29339 20340 21113 20757 20949 20733 20147 20748 20952 10713 20533 29587 29717 29571 21174 21316 29559 29541 21502 29337 20103 29573 20712 21542 21372 21302 20929 29908 20720 21515 29393 21537 29729 21348 29776 29377 15616 29741 20705 21315 21554 20954 13035 21137 29346 20343 20321 29134 20542 21312 29368 20138 21317","2015","2"
"hconres58-114","21527","21526 21528","2015","2"
"hconres59-114","21172","29588 21548 15603 21316 20305 21140 20136 29729 20702 29776 15616","2015","2"
"hconres6-114","29778","NA","2015","2"
"hconres60-114","20708","21507 29379","2015","2"
"hconres61-114","29375","14873 29741 20536","2015","2"
"hconres62-114","20351","21551 15085 21527 29760 20949 21318 21174 15603 20918 21182 20304 39308 20124 39304 21559 21152 21149 20129 21162 20704 20903 21188 20110 20505 20947 21544 29500 21123 29707 21360 21364 20138 21122","2015","2"
"hconres63-114","20915","29546","2015","2"
"hconres64-114","29762","NA","2015","2"
"hconres65-114","29109","21545 21506 21110 21352 29316 29339 21548 29777 29328 21308 21329 29774 29919 20757 21358 20708 20955 21172 21375 20733 20517 39301 20748 10713 20706 21309 29717 15410 21504 21529 29571 29561 21325 20763 20727 29312 29559 20749 21321 20941 21502 20958 20908 20529 39304 20305 29348 21195 29337 29763 20103 21303 20129 29573 21343 20712 29546 15029 21335 21372 20902 21340 20136 29908 21530 29778 15033 15431 21507 20508 20720 29504 21313 21341 20119 29379 21344 20538 20122 15613 29729 20702 20537 21319 29377 29903 14263 21536 15616 15454 29741 31103 20920 21370 13035 15634 21357 29317 29346 20343 20724 29911 20321 29134 21102 29707 20542 15444 20762 20310 21312 29368 29901 20927 20934 20754 20330 21314 21366 29378 15124 21538 21360 20750 21118 20723","2015","2"
"hconres66-114","20136","21152 21352 21554 29339 21520 21180 29328 21329 20757 21513 21362 20955 21172 20733 20748 21345 21323 20952 10713 21547 20706 20111 29587 29717 29710 21334 20526 21529 21127 21325 20763 21316 29313 20749 21321 29348 21195 20925 20519 14873 20915 21162 21335 21368 29908 21530 15033 15431 21507 21341 21344 20122 29729 20535 29776 21525 29377 21556 15616 29741 21315 15438 13035 21540 29317 20343 29911 20321 39307 29134 15444 29768 20310 21312 20934 21508 15446 20330 21314 29378 20504 21538 21749","2015","2"
"hconres67-114","21527","21526 21177 29127 21524 21544","2015","2"
"hconres68-114","20963","20706 20958 20145 29539","2015","2"
"hconres69-114","21364","29550","2015","2"
"hconres7-114","21555","NA","2015","2"
"hconres70-114","15616","NA","2015","2"
"hconres71-114","21185","NA","2015","2"
"hconres72-114","21109","NA","2015","2"
"hconres73-114","29375","14873 29741 20536","2015","2"
"hconres74-114","29717","NA","2015","2"
"hconres75-114","20518","21522 29701 21516 21152 21551 21171 21333 29316 20758 21527 21180 20514 29760 21553 21354 21331 21308 21510 21132 21376 29774 29919 20356 21358 20949 20955 21375 21319 20906 20748 20344 21555 20531 21305 20501 20706 21350 20111 29925 20139 21512 21309 21328 20108 21334 21109 20526 21318 21504 21127 21560 29561 21325 21189 21174 21531 29312 21316 29313 29559 20524 20918 21182 20143 20304 29541 21324 20958 20336 21156 20527 21103 21175 20962 39304 21559 21152 29348 21195 21139 21149 21151 21514 21503 20907 21349 20103 21134 21303 21142 21129 21186 20129 20107 21162 29546 20738 21353 21167 21561 21372 29769 29375 20325 21128 20333 21505 21340 21125 21562 21302 20704 20929 29908 20755 29778 15033 20508 29504 21150 21515 21552 21313 15612 20926 20953 20532 20538 20530 20903 20122 20522 20535 21348 21342 21332 29331 20331 20110 21526 21557 21525 21176 20346 29903 15616 21177 14263 21536 21148 15454 21500 20924 21356 21315 21347 29752 20528 21136 20909 20505 21190 21359 21185 20947 20301 15621 21131 20910 15634 20715 21357 21544 29321 29911 20104 21105 21123 14657 29759 29707 20134 15444 20729 14863 20762 21367 21163 21100 21306 20310 21312 29901 21111 20927 20934 21508 21528 21314 15124 21337 20725 21543 21330 21360 21116 21351 21563 20138 20756 21317 21521 21539","2015","2"
"hconres76-114","20336","20355 20530","2015","2"
"hconres77-114","29778","21110 21554 20340 20955 20733 20147 10713 29587 29717 21504 21529 20727 29313 29559 20305 20103 29573 21343 39305 20712 21371 21335 21530 15431 21313 20122 15613 20537 29377 13035 29317 29134 29378 21118","2015","2"
"hconres78-114","20138","21522 21180 20143 21302 15621","2015","2"
"hconres79-114","21192","NA","2015","2"
"hconres8-114","15634","21358 21172 20733 20108 31101 20727 20305 20907 20103 21303 20136 29778 20720 21313 29379 15616 21370 20904 20954 13035 29709 20542 20762 21306 20310 21312 20927 21118","2015","2"
"hconres80-114","21545","20733 20748 20941 29573 21341 29729 29377 15616 20343","2015","2"
"hconres81-114","29572","NA","2015","2"
"hconres82-114","15085","NA","2015","2"
"hconres83-114","20340","21545 21110 21352 29316 29339 29328 20757 20733 20147 20517 39301 10713 29587 29717 29109 20763 20727 29559 20941 20529 29337 14873 29573 21343 39305 20712 21371 21530 29778 15431 29379 20122 29776 20537 15616 31103 15448 21554 13035 21137 29346 20321 39307 21102 29368 21365 29106 21538 20750 21118","2015","2"
"hconres84-114","20529","29337 29573 29776 15616 21102 21118","2015","2"
"hconres85-114","15410","29588 21198 20944 29932","2015","2"
"hconres86-114","29573","21362 29561 20941 29337 29763 21530 29778 29752","2015","2"
"hconres87-114","21348","21174","2015","2"
"hconres88-114","29550","20357 20355 20952 21305 15603 21523 20530 15621 15634 29321 29500 29759 29707 14863 21509 21360 21317","2015","2"
